mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_leaf_nodes,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.5844784577687582,0.01468460173136495,0.05385907491048177,0.0016322915582711657,True,10,8,"{'bootstrap': True, 'max_depth': 10, 'max_leaf_nodes': 8}",0.6603105127011454,0.6596433752379625,0.6608092655367216,0.6602543844919432,0.00047762455903240685,33
0.9814210732777914,0.00917759192473993,0.06848414738972981,0.0023517379531241066,True,10,4000,"{'bootstrap': True, 'max_depth': 10, 'max_leaf_nodes': 4000}",0.6788677007883804,0.691485377543976,0.6918543239731678,0.6874024674351746,0.006036870693404424,21
1.0118265946706135,0.01009634677021005,0.07413593928019206,0.00329105076673902,True,10,600,"{'bootstrap': True, 'max_depth': 10, 'max_leaf_nodes': 600}",0.6762027024546741,0.6930608401930964,0.6793275678676457,0.6828637035051387,0.007322449200322998,32
1.0128174622853596,0.016545059408356048,0.07347043355305989,0.007389226394468932,True,10,1200,"{'bootstrap': True, 'max_depth': 10, 'max_leaf_nodes': 1200}",0.6795019897779356,0.6933355108621009,0.6799017012273972,0.6842464006224779,0.006429042749986031,31
0.9643098513285319,0.0026169496778556058,0.06848382949829102,0.0016946404290209347,True,10,,"{'bootstrap': True, 'max_depth': 10, 'max_leaf_nodes': None}",0.6833602281620889,0.6918054653063607,0.6777595742247566,0.6843084225644022,0.005773275704341195,29
0.5976014931996664,0.049998481129408454,0.06715504328409831,0.007567030762613801,True,2000,8,"{'bootstrap': True, 'max_depth': 2000, 'max_leaf_nodes': 8}",0.6600689516090836,0.6596433752379625,0.6608092655367216,0.6601738641279226,0.00048171916067491063,48
1.3495945930480957,0.07642701158435018,0.08310707410176595,0.006526955150880909,True,2000,4000,"{'bootstrap': True, 'max_depth': 2000, 'max_leaf_nodes': 4000}",0.680153632755039,0.6982204923465984,0.6886576454101223,0.6890105901705866,0.0073799856087589984,18
1.278424342473348,0.0517249024075816,0.08410811424255371,0.0028605821852781626,True,2000,600,"{'bootstrap': True, 'max_depth': 2000, 'max_leaf_nodes': 600}",0.6805728075488531,0.699962667504792,0.6889919054486885,0.6898424601674445,0.00793869215823905,15
1.3898025353749592,0.01626060763964128,0.08611059188842773,0.002356361930043238,True,2000,1200,"{'bootstrap': True, 'max_depth': 2000, 'max_leaf_nodes': 1200}",0.6781144080913709,0.6912369466037445,0.6889400493236174,0.6860971346729109,0.005721997147592375,25
1.4551607767740886,0.0025410688797571647,0.08228381474812825,0.0026656198094195996,True,2000,,"{'bootstrap': True, 'max_depth': 2000, 'max_leaf_nodes': None}",0.6815708403467968,0.6993169146213161,0.6920908572702344,0.6909928707461157,0.007286287067478106,11
0.7121294339497884,0.07656956255245465,0.06415851910909016,0.006006812249027625,True,400,8,"{'bootstrap': True, 'max_depth': 400, 'max_leaf_nodes': 8}",0.6603105127011454,0.6596433752379625,0.6608092655367216,0.6602543844919432,0.00047762455903240685,33
1.4170843760172527,0.025322223413864385,0.08228317896525066,0.003181526166173136,True,400,4000,"{'bootstrap': True, 'max_depth': 400, 'max_leaf_nodes': 4000}",0.680204566686431,0.692208948369439,0.6803304052339895,0.6842479734299531,0.005629493779808518,30
1.4001075426737468,0.10844225401678549,0.08726994196573894,0.0010737239995940297,True,400,600,"{'bootstrap': True, 'max_depth': 400, 'max_leaf_nodes': 600}",0.6861394103403092,0.7006978879383523,0.701406007253301,0.6960811018439875,0.007035779071137409,1
1.5540215174357097,0.10435143786793222,0.09075721104939778,0.00646353208352619,True,400,1200,"{'bootstrap': True, 'max_depth': 400, 'max_leaf_nodes': 1200}",0.6772700549527277,0.6997461646107279,0.6812512401103733,0.6860891532246097,0.009792784037759206,26
1.3693690299987793,0.07300845510672166,0.08510780334472656,0.0051731047585323615,True,400,,"{'bootstrap': True, 'max_depth': 400, 'max_leaf_nodes': None}",0.6771220827049652,0.7004986217897513,0.6886813706467697,0.6887673583804954,0.009543625806907157,19
0.5922613143920898,0.02458377077003225,0.06981356938680013,0.005339488511695308,True,2,8,"{'bootstrap': True, 'max_depth': 2, 'max_leaf_nodes': 8}",0.6603105127011454,0.6596433752379625,0.6608092655367216,0.6602543844919432,0.00047762455903240685,33
0.5450730323791504,0.05095348634225219,0.05751784642537435,0.0009352002187023112,True,2,4000,"{'bootstrap': True, 'max_depth': 2, 'max_leaf_nodes': 4000}",0.6603105127011454,0.6596433752379625,0.6608092655367216,0.6602543844919432,0.00047762455903240685,33
0.5179645220438639,0.032330486111975934,0.058179378509521484,0.0018794132769747321,True,2,600,"{'bootstrap': True, 'max_depth': 2, 'max_leaf_nodes': 600}",0.6603105127011454,0.6596433752379625,0.6608092655367216,0.6602543844919432,0.00047762455903240685,33
0.5548493067423502,0.05911157982554862,0.054853598276774086,0.0024439588530071124,True,2,1200,"{'bootstrap': True, 'max_depth': 2, 'max_leaf_nodes': 1200}",0.6603105127011454,0.6596433752379625,0.6608092655367216,0.6602543844919432,0.00047762455903240685,33
0.5614972909291586,0.05032711903065166,0.055516322453816734,0.0016923181876430874,True,2,,"{'bootstrap': True, 'max_depth': 2, 'max_leaf_nodes': None}",0.6603105127011454,0.6596433752379625,0.6608092655367216,0.6602543844919432,0.00047762455903240685,33
0.6715372403462728,0.059619364445628945,0.05917477607727051,0.0012441978268811474,True,,8,"{'bootstrap': True, 'max_depth': None, 'max_leaf_nodes': 8}",0.6603105127011454,0.6596433752379625,0.6608092655367216,0.6602543844919432,0.00047762455903240685,33
