Id,owner,month_of_year,day_of_month,day_of_week,hour_of_day,minute_of_hour,deletion,addition,changed_file_30,changed_file_90,total_changed_30,total_changed_90,isReq
6377,970,3,9,2,18,33,64,313,4,16,52,179,0
6488,970,3,12,5,16,19,0,1,1,1,1,2,0
6308,209,3,5,5,22,27,22,22,2,3,47,107,0
6343,1420,3,7,7,19,4,4,16,1,1,1,2,0
5907,97,2,28,4,15,4,2,191,2,2,7,14,0
5408,794,2,15,5,19,9,52,400,1,1,2,2,0
6485,100,3,12,5,15,2,5,5,3,5,12,60,0
6486,2376,3,12,5,15,6,0,176,0,1,0,6,0
6468,2284,3,11,4,17,0,2,38,2,2,2,3,0
6483,1441,3,12,5,14,49,24,23,4,4,28,53,0
6458,2404,3,11,4,14,12,6,26,1,1,3,3,0
6484,360,3,12,5,14,56,1,1,0,1,0,2,0
6480,2284,3,12,5,10,33,2,4,1,1,6,8,0
6412,597,3,10,3,16,45,1,3,1,1,2,7,0
6372,447,3,9,2,17,12,39,46,1,1,3,12,0
6349,1132,3,8,1,20,54,0,109,1,1,13,16,0
6370,143,3,9,2,16,1,6,6,0,1,0,2,0
6472,1,3,11,4,20,42,1,1,1,1,7,29,0
6351,1132,3,8,1,22,3,0,84,1,1,13,16,0
6353,1132,3,8,1,23,16,0,435,1,1,13,16,0
5998,2634,2,30,6,16,44,64,63,2,2,11,38,0
6348,1132,3,8,1,20,35,0,169,1,1,13,16,0
6431,1420,3,10,3,23,57,1,8,2,2,13,55,0
6085,321,3,2,2,14,49,185,376,7,8,13,37,0
6383,1132,3,9,2,19,38,0,213,1,1,14,17,0
6471,1,3,11,4,20,19,1,1,1,1,7,29,0
6222,2822,3,4,4,14,24,9,26,1,1,3,3,0
6467,1155,3,11,4,16,57,3,3,1,1,2,2,0
6430,970,3,10,3,22,30,10,6,1,1,1,10,0
6397,67,3,10,3,5,27,32,195,1,1,19,22,0
6010,1627,2,30,6,22,46,0,70,1,1,12,22,0
5679,1468,2,22,5,14,28,1,1,0,1,0,3,0
6456,2404,3,11,4,13,25,1,2,2,2,37,116,0
6373,67,3,9,2,17,25,34,50,4,4,4,4,0
6414,1,3,10,3,16,55,0,22,1,1,2,7,0
6465,360,3,11,4,15,22,0,134,1,1,18,93,0
6388,209,3,9,2,20,41,8,0,1,1,43,135,0
5956,360,2,29,5,15,2,0,23,0,1,0,1,0
6387,209,3,9,2,20,40,10,11,9,9,36,141,0
6464,360,3,11,4,15,11,3,1,3,3,38,204,0
6439,360,3,11,4,1,15,3,4,3,3,57,222,0
6460,2394,3,11,4,14,36,8,50,2,2,7,28,1
6424,2230,3,10,3,19,54,4,5,5,5,62,162,0
6261,2284,3,5,5,8,35,1,21,2,2,6,15,0
6111,2284,3,2,2,21,38,0,45,1,1,1,1,0
6077,2284,3,2,2,11,45,30,65,3,3,6,6,0
6419,321,3,10,3,17,56,2,9,1,1,4,6,0
6441,2,3,11,4,1,59,0,1,1,1,11,27,0
6221,1561,3,4,4,14,5,30,73,2,2,4,10,1
6191,1561,3,3,3,21,9,43,98,2,2,4,10,0
6224,1561,3,4,4,14,41,180,230,2,2,4,10,1
6436,1,3,11,4,0,48,6,1,2,2,2,2,0
6435,1,3,11,4,0,48,0,4,1,1,1,4,0
6434,1,3,11,4,0,48,0,2,2,2,2,2,1
6433,1,3,11,4,0,48,2,54,9,9,9,9,0
6432,1,3,11,4,0,48,1,134,8,8,8,8,0
6092,2634,3,2,2,15,43,1,4,1,1,43,111,0
6427,2271,3,10,3,21,11,34,40,1,1,20,89,1
6352,3,3,8,1,23,5,9172,10540,19,19,95,190,0
5792,1247,2,25,1,21,15,61,46,5,5,82,245,0
6081,1184,3,2,2,14,2,0,12,2,2,7,51,0
6089,2634,3,2,2,15,5,9,0,1,1,3,11,0
6357,1849,3,9,2,2,23,1,1,0,1,0,1,0
6426,67,3,10,3,20,33,18,1,0,2,0,8,0
6396,67,3,10,3,5,13,38,65,3,5,27,87,0
6084,2340,3,2,2,14,35,1,2,2,2,47,175,0
6309,67,3,5,5,22,49,0,36,2,2,66,164,0
5819,1998,2,26,2,17,18,2,6,1,1,4,19,0
6404,964,3,10,3,14,11,2,12,2,2,6,22,0
6152,2284,3,3,3,13,5,11,73,6,6,39,234,0
6420,1216,3,10,3,18,19,3,2,1,1,4,6,0
6423,7,3,10,3,19,39,21,0,1,1,3,7,0
6393,1,3,10,3,1,11,0,1,1,1,5,10,0
6399,2325,3,10,3,10,47,1,1,1,1,5,5,0
5749,177,2,23,6,20,8,96,330,10,11,45,150,0
6417,2230,3,10,3,17,32,21,24,6,7,76,268,0
6406,1849,3,10,3,14,28,28,28,3,3,18,29,0
4499,708,1,24,6,0,14,174,163,26,27,306,683,0
6051,2634,3,1,1,10,34,1,2,2,2,74,187,1
6395,2035,3,10,3,3,14,0,202,1,1,10,21,0
6052,2634,3,1,1,13,11,1,1,1,1,5,17,0
6004,1561,2,30,6,20,26,2,8,1,1,13,40,1
6375,1849,3,9,2,18,16,870,1,2,4,30,185,0
6244,321,3,4,4,20,0,0,53,1,1,3,4,0
6304,1627,3,5,5,21,32,180,180,10,13,51,109,0
5316,708,2,14,4,3,37,22,7,3,3,25,84,0
6220,360,3,4,4,13,39,0,19,2,2,9,15,0
6223,1561,3,4,4,14,30,57,4,4,5,15,54,0
6415,1132,3,10,3,16,56,11,27,0,0,0,0,0
5405,970,2,15,5,17,30,0,60,0,0,0,0,0
6336,995,3,6,6,20,51,1,4,1,1,3,5,0
6250,67,3,4,4,20,46,1,1,0,1,0,2,0
6402,2883,3,10,3,0,10,3,4,3,3,68,201,0
6356,1849,3,9,2,2,3,1,1,0,1,0,3,0
6341,2271,3,7,7,7,51,11,24,2,2,23,106,0
5578,866,2,20,3,17,59,42,70,3,3,15,27,1
6288,1107,3,5,5,18,50,8,85,5,5,68,207,0
5378,2592,2,15,5,0,42,6,39,1,2,1,7,0
5763,2934,2,24,7,22,4,0,189,0,0,0,0,0
6384,1132,3,9,2,19,46,91,786,5,5,26,66,1
6174,67,3,3,3,18,32,0,36,3,3,36,137,0
6327,2214,3,6,6,13,0,0,5,0,0,0,0,0
6382,1030,3,9,2,19,25,17,67,2,2,20,136,0
6385,100,3,9,2,20,8,62,63,3,3,27,114,1
6389,475,3,9,2,20,45,3,2,1,1,4,46,0
6368,3012,3,9,2,13,1,0,13,1,1,2,4,0
4937,708,2,5,2,21,52,6,21,2,2,7,12,0
5970,2750,2,29,5,20,51,0,31,0,0,0,0,0
6213,2,3,4,4,3,55,12,6,2,2,29,133,1
6386,475,3,9,2,20,34,20,34,3,4,7,24,0
6378,2835,3,9,2,19,6,17,4,3,3,49,179,0
5252,1030,2,12,2,21,46,113,106,2,2,53,149,1
6379,1849,3,9,2,19,10,2,1,1,2,18,92,0
6376,100,3,9,2,18,21,14,14,4,4,28,122,0
6286,970,3,5,5,18,28,38,53,1,1,47,130,0
6333,7,3,6,6,18,20,22,75,3,3,26,52,0
5715,970,2,22,5,21,44,68,79,2,3,61,128,0
6136,2,3,3,3,6,2,4,4,1,1,2,2,0
6346,2,3,8,1,17,10,155,75,2,2,24,36,0
6358,2140,3,9,2,2,47,1,3,1,1,15,58,0
6371,964,3,9,2,16,20,0,22,2,2,8,11,0
6345,2,3,8,1,17,10,23,35,3,3,25,38,0
6061,3031,3,2,2,1,25,9,16,1,2,31,117,0
6326,2883,3,6,6,0,21,12,45,1,3,2,30,0
6241,1132,3,4,4,18,47,34,53,7,9,14,44,1
6355,1132,3,9,2,0,10,0,6,1,1,3,20,0
6335,970,3,6,6,20,25,278,30,4,5,56,150,0
5822,2934,2,26,2,18,3,0,93,0,0,0,0,0
6311,209,3,5,5,22,53,42,4,8,12,11,33,0
6347,1132,3,8,1,20,5,45,66,4,4,4,4,0
6334,1,3,6,6,18,42,10,177,4,4,11,13,0
6332,1132,3,6,6,16,6,0,81,1,1,11,14,0
6344,1132,3,8,1,0,44,100,66,7,7,19,22,0
6265,1054,3,5,5,10,29,37,21,1,1,4,27,0
6258,67,3,5,5,0,28,4,98,1,1,6,9,0
6195,1205,3,3,3,21,38,0,495,0,1,0,3,0
6203,1205,3,3,3,22,40,0,79,0,1,0,3,0
6137,2135,3,3,3,6,14,0,225,0,1,0,3,0
6252,1205,3,4,4,22,10,2,62,1,1,4,7,0
6310,67,3,5,5,22,50,5,6,2,2,12,26,0
6314,67,3,6,6,0,7,24,11,1,1,20,52,0
6337,1395,3,6,6,22,13,0,4,0,1,0,1,0
6233,2284,3,4,4,16,56,45,64,3,3,27,82,1
6313,67,3,6,6,0,3,24,11,1,1,20,52,0
6328,964,3,6,6,13,37,37308,14,1,1,4,7,1
6303,209,3,5,5,21,25,1,1,1,1,48,131,0
5646,970,2,21,4,20,43,136,88,4,4,70,143,0
6330,1132,3,6,6,15,18,0,88,1,1,11,14,0
6290,100,3,5,5,19,7,152,140,4,4,55,189,0
6202,1205,3,3,3,22,14,0,79,0,1,0,3,0
6269,3032,3,5,5,14,34,0,239,1,1,8,11,0
6283,100,3,5,5,18,11,17,12,2,2,14,52,0
6282,1,3,5,5,17,41,5,6,1,1,4,27,0
6215,3032,3,4,4,7,44,0,146,2,2,4,11,0
6006,321,2,30,6,21,32,1,1,1,1,3,6,0
6062,1814,3,2,2,1,39,2,1,1,1,2,11,0
6322,2,3,6,6,2,7,1,1,1,1,16,46,0
6321,2,3,6,6,2,6,0,1,1,1,9,23,0
6127,1205,3,3,3,2,10,29,106,1,2,1,8,0
6320,2,3,6,6,2,0,1,1,1,1,3,3,0
6319,2,3,6,6,1,34,1,1,1,1,3,3,0
6306,100,3,5,5,21,35,17,13,3,3,23,88,0
6299,2792,3,5,5,21,12,0,14,1,1,2,12,0
6147,1627,3,3,3,0,18,0,72,5,5,20,33,0
6275,2,3,5,5,16,10,6,1,0,1,0,1,0
6274,2,3,5,5,16,10,0,4,0,1,0,3,0
6273,2,3,5,5,16,10,0,2,0,0,0,0,1
6294,1,3,5,5,20,15,591,29,8,8,37,52,0
6293,1,3,5,5,20,15,3,3,1,1,7,9,0
6292,1,3,5,5,20,15,1,1,1,1,1,1,0
6248,7,3,4,4,20,23,11,64,1,1,1,4,0
6284,100,3,5,5,18,18,1,0,1,1,11,41,0
6287,2230,3,5,5,18,36,6,6,2,3,2,14,0
6272,2,3,5,5,16,10,2,54,0,1,0,1,0
6255,209,3,4,4,22,52,2,7,2,2,94,227,0
6289,964,3,5,5,18,53,93,405,1,1,7,9,0
5824,2448,2,26,2,18,47,625,1272,1,2,3,9,0
6271,2,3,5,5,16,10,1,133,0,0,0,0,0
6285,1,3,5,5,18,20,1,1,1,1,1,1,0
6093,964,3,2,2,15,56,156,269,4,4,9,22,0
6280,100,3,5,5,16,57,28,20,1,1,16,50,0
6279,100,3,5,5,16,57,14,8,1,1,16,50,0
6281,1,3,5,5,17,24,3,3,1,1,7,9,0
6278,100,3,5,5,16,57,8,8,1,1,16,50,0
6277,100,3,5,5,16,56,148,11,2,2,24,85,0
6164,1711,3,3,3,15,28,0,36,2,2,61,158,0
6270,100,3,5,5,15,19,20,8,2,2,19,76,0
5953,2325,2,29,5,13,59,29,591,3,3,22,39,1
6218,2325,3,4,4,11,24,4,5,1,1,1,1,0
6219,2475,3,4,4,11,24,9,12,1,1,5,7,0
6256,1,3,4,4,23,1,2,2,1,1,14,28,0
6110,1711,3,2,2,21,33,1,9,1,1,2,3,0
6211,1132,3,4,4,3,18,0,64,1,2,42,97,0
6259,1816,3,5,5,1,32,0,156,1,1,1,10,0
6257,1816,3,4,4,23,17,1,2,1,1,4,5,0
6253,1,3,4,4,22,32,1,4,0,0,0,0,0
6249,1,3,4,4,20,45,17,41,4,4,10,21,0
6251,1,3,4,4,21,49,0,2,0,0,0,0,1
6228,1136,3,4,4,15,53,2,2,1,1,3,5,0
6247,7,3,4,4,20,18,0,93,0,0,0,0,0
6242,1395,3,4,4,19,2,5,6,2,2,8,22,0
6237,67,3,4,4,18,6,84,226,1,1,1,2,0
6226,3012,3,4,4,15,40,84,226,1,1,1,2,0
6238,1,3,4,4,18,15,0,24,0,0,0,0,1
6235,67,3,4,4,17,0,0,6,2,2,15,39,0
6236,100,3,4,4,17,39,12,0,1,1,4,26,0
6231,24,3,4,4,16,39,0,6,2,2,15,39,0
6230,67,3,4,4,16,35,5,43,2,2,25,67,0
6229,67,3,4,4,16,18,5,43,2,2,25,67,0
6208,1132,3,4,4,2,17,11,4,1,1,6,12,0
5465,1247,2,16,6,21,12,0,273,0,0,0,0,1
6117,1322,3,2,2,22,25,1,1,1,1,1,2,0
6212,1132,3,4,4,3,49,2,4,0,0,0,0,0
6041,2961,2,31,7,21,30,152,109,1,1,3,5,0
6210,2889,3,4,4,3,1,0,1,0,1,0,3,0
6162,1192,3,3,3,14,55,44,0,0,0,0,0,0
6055,321,3,1,1,19,36,90,142,1,1,4,4,0
6184,360,3,3,3,19,24,0,30,2,2,26,78,0
6207,357,3,4,4,2,5,0,19,2,2,18,42,0
6206,357,3,4,4,2,3,26,74,7,7,43,56,0
5464,1247,2,16,6,21,12,0,90,0,0,0,0,1
6109,1420,3,2,2,21,29,0,19,2,2,16,40,0
5825,1205,2,26,2,18,53,26,74,7,7,39,40,0
6122,1107,3,3,3,0,0,2,106,5,5,30,74,0
6205,67,3,4,4,0,43,0,30,2,2,26,76,0
6196,2510,3,3,3,21,39,0,12,2,2,63,160,0
6172,67,3,3,3,17,23,7,20,2,2,23,66,0
6107,67,3,2,2,20,30,1,28,2,2,23,68,0
6193,67,3,3,3,21,30,2,40,2,2,63,160,0
6204,67,3,3,3,22,55,3,11,1,2,1,14,0
6178,447,3,3,3,18,49,8,17,1,1,47,129,0
6170,67,3,3,3,17,8,7,20,2,2,23,66,0
6194,308,3,3,3,21,36,16,29,4,6,14,21,0
6192,67,3,3,3,21,19,2,3,1,1,21,90,0
6126,67,3,3,3,1,34,1,3,2,2,34,125,0
6189,67,3,3,3,20,49,3,11,1,2,1,14,0
5950,1669,2,29,5,9,42,2,40,2,2,62,149,0
6124,1030,3,3,3,1,6,25,148,2,2,25,85,0
6190,308,3,3,3,20,56,1,10,1,1,6,15,0
6186,1816,3,3,3,19,37,16,29,4,6,14,21,0
5885,866,2,27,3,22,5,1,6,1,1,9,13,0
5993,1247,2,30,6,11,19,1,13,2,2,4,13,0
5711,2035,2,22,5,21,15,86,23,5,5,41,64,0
6091,866,3,2,2,15,23,1,10,1,1,5,14,0
6146,2284,3,3,3,10,30,10,56,2,2,12,18,0
6180,308,3,3,3,18,53,4,19,2,2,7,11,0
6181,308,3,3,3,18,55,2,10,2,2,22,28,0
6177,308,3,3,3,18,46,62,105,3,3,17,31,0
6176,308,3,3,3,18,45,1,7,1,1,9,32,0
6175,308,3,3,3,18,43,4,6,1,1,10,15,0
5879,970,2,27,3,21,27,18,263,3,3,58,136,0
6097,209,3,2,2,17,27,10,21,3,4,23,67,0
6128,97,3,3,3,3,5,4,2,1,1,4,10,0
5831,1205,2,26,2,20,31,2,10,2,2,19,20,0
5753,447,2,23,6,21,21,19,46,1,2,2,8,0
5442,1812,2,16,6,4,16,47,55,3,3,65,156,0
6116,97,3,2,2,22,18,40,45,1,1,5,6,0
6171,308,3,3,3,17,19,1,3,1,1,10,53,0
6173,2750,3,3,3,17,50,672,672,8,13,17,42,0
6167,1132,3,3,3,16,5,8,27,1,1,11,17,0
6168,1132,3,3,3,16,7,0,45,1,1,1,1,0
5603,2035,2,21,4,6,20,62,105,2,3,7,19,0
6123,543,3,3,3,1,6,4,19,2,2,7,11,0
6143,308,3,3,3,9,58,1,3,1,1,10,53,0
6166,1132,3,3,3,16,5,0,6,1,1,11,17,0
6038,6,2,31,7,5,20,1,7,1,1,10,32,0
6142,2404,3,3,3,9,20,1,3,2,2,30,118,0
6141,2404,3,3,3,9,3,8,9,9,9,187,249,0
5990,2404,2,30,6,10,14,1,1,1,1,17,18,0
6165,308,3,3,3,15,37,4,4,2,2,19,37,0
6121,143,3,2,2,23,21,1,1,0,1,0,1,0
6163,308,3,3,3,15,0,1,2,1,1,2,8,0
5973,964,2,29,5,21,46,401,405,2,2,4,7,0
5847,964,2,27,3,2,55,0,1090,0,0,0,0,0
6160,308,3,3,3,14,46,3,222,8,8,75,167,0
6158,308,3,3,3,13,21,1,30,2,2,30,67,0
6151,308,3,3,3,13,0,8,52,4,4,54,116,0
6150,308,3,3,3,0,54,139,151,4,4,59,133,0
6148,308,3,3,3,0,31,4,0,1,1,5,14,0
5974,4,2,29,5,21,53,4,0,1,1,4,12,0
5883,1849,2,27,3,21,46,1,0,1,1,5,15,0
6135,2,3,3,3,5,47,1,1,1,1,3,4,0
6133,447,3,3,3,5,19,0,2,1,1,10,53,0
6134,2,3,3,3,5,36,35,3,1,1,3,4,0
6132,447,3,3,3,5,19,5,4,2,2,2,16,0
6131,447,3,3,3,5,12,19,46,2,2,2,10,0
6130,447,3,3,3,4,59,1,3,1,1,10,53,0
6129,447,3,3,3,4,57,1,1,1,1,3,3,0
6067,2,3,2,2,4,4,9,631,10,10,11,12,1
6125,1816,3,3,3,1,30,1,3,2,2,34,125,0
5611,2238,2,21,4,14,23,0,118,1,1,2,3,0
6108,1816,3,2,2,20,52,6,22,2,2,16,18,0
6088,1669,3,2,2,14,59,2,7,2,3,5,7,0
6120,1816,3,2,2,22,38,0,4,1,1,7,9,0
6073,2404,3,2,2,9,25,8,9,9,9,193,248,0
6119,1561,3,2,2,22,36,884,0,4,5,24,112,0
6118,1,3,2,2,22,35,0,225,1,1,3,21,0
5959,2889,2,29,5,15,55,7,188,2,2,14,32,0
6112,1561,3,2,2,21,45,3,3,1,1,5,10,0
6113,1,3,2,2,21,53,4,16,2,2,12,12,1
6115,1816,3,2,2,22,0,8,6,2,2,9,11,0
6114,1,3,2,2,21,58,1,1,1,1,1,1,0
6066,2,3,2,2,3,44,1,11,1,1,3,3,0
6065,2,3,2,2,3,41,0,4,1,1,13,27,0
6064,2,3,2,2,3,41,76,8,8,8,8,8,0
6106,2,3,2,2,20,24,3,11,1,1,3,28,0
5978,494,2,29,5,23,4,4,4,2,2,19,35,0
4712,144,1,29,4,19,12,1,1,1,1,48,93,1
6101,2284,3,2,2,18,8,0,45,1,1,1,1,0
6050,2455,3,1,1,9,12,15,21,5,5,17,23,0
6096,1,3,2,2,16,32,3,3,1,1,2,2,0
6098,1192,3,2,2,17,29,7,7,2,2,15,24,0
6105,1816,3,2,2,18,48,7,12,2,2,16,18,0
6100,447,3,2,2,17,46,0,2,1,1,11,53,0
6104,995,3,2,2,18,36,9,12,1,1,6,10,0
6099,447,3,2,2,17,38,1,3,1,1,11,53,0
5795,2135,2,26,2,0,22,5,26,1,1,8,8,0
6045,2961,2,31,7,22,37,10,35,1,1,3,5,0
6070,1816,3,2,2,7,41,6,14,3,3,29,32,0
6069,1816,3,2,2,7,19,25,26,4,4,7,11,1
5600,2135,2,21,4,5,4,0,2,1,1,10,11,0
6082,1669,3,2,2,14,24,2,2,2,2,5,6,0
6053,321,3,1,1,15,51,21,22,4,4,42,150,0
6095,330,3,2,2,16,11,1,1,1,1,4,6,0
5897,1132,2,28,4,2,23,226,242,3,4,3,14,1
5997,2404,2,30,6,15,33,1,2,1,1,31,110,0
6090,330,3,2,2,15,14,1,1,1,1,4,6,0
6087,1216,3,2,2,14,58,0,21,1,1,2,4,0
5829,2681,2,26,2,20,22,428,649,2,2,2,14,0
6005,321,2,30,6,21,26,93,138,2,2,17,27,0
6079,1192,3,2,2,13,45,58,51,12,13,40,87,0
6075,308,3,2,2,10,3,18,51,3,3,36,71,0
6060,67,3,2,2,0,20,9978,10832,19,19,57,133,0
6059,67,3,2,2,0,19,33403,35673,19,19,57,133,0
6048,67,3,1,1,1,28,2,37,2,2,18,63,0
6056,3,3,1,1,23,5,9978,10832,19,19,57,133,0
6046,67,3,1,1,1,21,1,4,2,2,33,122,0
6044,67,2,31,7,22,28,0,3,1,1,4,12,0
6042,67,2,31,7,21,51,3,36,2,2,18,63,0
5991,2404,2,30,6,10,21,1,4,1,2,31,117,0
6043,67,2,31,7,22,6,0,3,1,1,4,12,0
6030,67,2,31,7,0,1,1,6,1,1,1,15,0
6020,67,2,30,6,23,45,4,17,2,2,6,34,0
5967,1030,2,29,5,18,57,4,17,2,2,4,32,0
5894,7,2,27,3,23,1,152,245,10,10,65,102,0
6029,67,2,30,6,23,56,9,26,2,2,17,63,0
6047,67,3,1,1,1,25,219,264,14,14,67,154,0
6036,67,2,31,7,0,29,6,90,1,1,5,9,0
6035,67,2,31,7,0,26,5,3,1,1,6,21,0
6034,67,2,31,7,0,26,2,7,1,1,15,57,0
6033,67,2,31,7,0,23,2,2,2,2,36,138,0
6032,67,2,31,7,0,8,2,3,1,1,24,87,0
6031,67,2,31,7,0,7,1,27,2,2,22,57,0
6028,67,2,30,6,23,55,0,4,1,1,10,27,0
6027,67,2,30,6,23,53,1,1,1,1,10,27,0
6026,67,2,30,6,23,51,2,8,2,2,9,33,0
6025,67,2,30,6,23,51,0,4,1,1,19,59,0
6024,67,2,30,6,23,50,0,6,2,2,9,33,0
6023,67,2,30,6,23,50,1,4,2,2,9,33,0
6022,67,2,30,6,23,49,1,1,1,1,24,87,0
6021,67,2,30,6,23,49,1,20,2,2,3,12,0
6019,67,2,30,6,23,45,2,22,2,2,5,24,0
6018,67,2,30,6,23,42,0,46,2,2,15,68,0
6017,67,2,30,6,23,41,10,64,2,2,34,87,0
6016,67,2,30,6,23,41,0,19,2,2,63,154,0
6014,67,2,30,6,23,40,5,7,3,3,17,25,0
6015,67,2,30,6,23,41,0,41,4,4,44,132,0
5784,2961,2,25,1,16,33,12,25,1,1,2,31,0
6013,67,2,30,6,23,40,3,11,1,1,44,108,0
6012,67,2,30,6,23,40,7,6,2,2,10,29,0
6007,1,2,30,6,21,50,0,3,2,2,5,5,0
5799,2271,2,26,2,4,2,2,7,1,1,16,56,0
6037,543,2,31,7,1,16,12,12,2,2,6,6,0
5985,1155,2,30,6,5,25,2,22,2,2,5,24,0
5809,24,2,26,2,13,42,5,3,1,1,7,21,0
6002,1155,2,30,6,18,16,6,90,1,1,5,9,0
5995,2662,2,30,6,14,4,219,264,14,14,54,137,0
5994,1247,2,30,6,13,37,9,26,2,2,17,63,0
5939,1420,2,29,5,1,53,3,41,3,3,29,64,0
6011,1,2,30,6,23,7,0,25,0,1,0,1,0
6008,2458,2,30,6,21,56,99,118,4,4,26,27,0
5805,1669,2,26,2,10,18,2,7,2,2,6,6,0
5960,2325,2,29,5,16,18,9,6,1,1,1,1,0
5947,1216,2,29,5,7,25,96,115,4,5,9,23,1
6003,1561,2,30,6,18,59,0,6,2,2,62,133,0
5999,67,2,30,6,17,9,0,19,2,2,61,152,0
5948,1216,2,29,5,7,50,99,63,2,2,4,8,0
5678,1669,2,22,5,14,11,0,17,1,1,12,32,0
5595,2035,2,21,4,1,57,139,151,3,4,61,110,0
5878,2035,2,27,3,21,5,0,4,1,1,11,44,0
5870,4,2,27,3,17,56,1,2,1,1,3,7,0
5961,2634,2,29,5,16,34,0,4,1,1,8,26,0
5963,1,2,29,5,17,6,1,4,2,2,6,6,0
5996,360,2,30,6,14,48,2,3,3,3,69,158,0
5983,1155,2,30,6,1,34,0,41,4,4,47,132,0
5969,360,2,29,5,20,27,3,11,1,1,42,104,0
5992,1247,2,30,6,11,5,0,6,1,1,3,11,0
5980,1132,2,30,6,0,54,30,64,3,3,3,3,0
5938,1420,2,29,5,0,13,8,27,1,1,7,13,0
5712,2750,2,22,5,21,33,4,13,2,2,2,8,0
5867,1814,2,27,3,15,55,14,19,1,1,3,10,0
5982,1816,2,30,6,1,12,2,2,2,2,21,42,0
5981,1816,2,30,6,1,4,4,19,2,2,19,19,0
5951,2284,2,29,5,10,29,7,51,1,1,11,19,0
5863,1247,2,27,3,14,27,0,6,1,1,5,11,0
5928,1155,2,28,4,19,34,114,119,1,1,49,122,0
5834,67,2,26,2,21,6,7,6,2,2,8,27,0
5940,360,2,29,5,2,2,0,3,1,1,1,10,0
5977,970,2,29,5,22,34,9,9,1,1,51,126,0
5755,447,2,23,6,21,51,5,4,2,2,4,14,0
5757,1132,2,23,6,22,0,2,1,1,1,11,36,0
5913,970,2,28,4,16,24,0,147,2,2,60,167,1
5971,970,2,29,5,21,18,16,8,1,1,51,126,1
5968,67,2,29,5,20,23,1,28,2,2,16,61,0
5862,1247,2,27,3,14,27,30,64,0,0,0,0,0
5972,970,2,29,5,21,20,0,2,1,1,51,126,0
5836,67,2,26,2,21,38,5,7,3,3,13,22,0
5030,1419,2,7,4,15,36,0,9,0,1,0,3,0
5966,1132,2,29,5,18,27,35,69,4,4,39,140,1
5934,1561,2,28,4,21,8,12,26,1,1,49,122,0
5643,1216,2,21,4,19,54,6,50,12,12,26,29,0
5965,2284,2,29,5,18,7,0,56,2,2,11,21,0
5921,100,2,28,4,18,25,17,12,1,1,15,42,0
5846,964,2,27,3,2,14,174,11,1,3,4,10,0
5912,385,2,28,4,16,16,1,1,1,1,3,10,0
5866,964,2,27,3,15,44,9,30,4,4,10,27,0
5900,2271,2,28,4,10,15,0,6,2,2,6,29,0
5893,67,2,27,3,22,58,10,64,2,2,32,83,0
5816,144,2,26,2,16,33,0,10,2,2,17,52,0
5944,2634,2,29,5,5,2,5,5,1,1,43,104,0
5962,2284,2,29,5,16,55,0,56,2,2,11,21,0
5856,2036,2,27,3,6,40,35,69,3,4,34,138,1
5693,2383,2,22,5,16,53,6,41,2,3,9,34,0
5828,2271,2,26,2,20,22,1,6,0,1,0,14,0
5941,360,2,29,5,2,11,1,1,1,1,9,26,0
5957,360,2,29,5,15,5,8,116,1,1,6,16,0
5898,2271,2,28,4,4,1,1,4,2,2,6,29,0
5949,1669,2,29,5,9,4,2,2,2,2,35,134,0
5946,1313,2,29,5,7,21,1,3,1,1,12,57,0
5955,360,2,29,5,15,0,0,46,2,2,13,66,0
5718,1456,2,22,5,23,31,0,64,4,5,18,79,1
5943,475,2,29,5,4,50,2,2,1,1,4,15,0
5933,67,2,28,4,20,34,5,6,1,1,4,15,1
4584,782,1,27,2,15,37,0,141,0,0,0,0,0
5848,2654,2,27,3,3,4,1,6,2,2,4,4,0
5858,2455,2,27,3,9,51,3,38,3,3,13,13,0
5915,2,2,28,4,16,50,0,3,1,1,10,24,0
5481,1,2,17,7,5,12,453,3251,5,5,19,53,0
5937,1,2,28,4,22,40,1,1,1,1,5,16,0
5931,67,2,28,4,20,10,30,31,10,10,46,48,0
5936,475,2,28,4,21,45,5,16,1,1,1,4,0
5935,1,2,28,4,21,39,1,1,1,1,5,16,0
5925,1561,2,28,4,19,28,6,6,1,1,5,13,0
5911,1132,2,28,4,16,12,1,5,1,1,6,12,0
5013,330,2,7,4,3,59,238,579,4,6,11,23,1
5908,1132,2,28,4,15,34,67,6,1,3,3,15,0
5891,1132,2,27,3,22,18,0,87,4,4,33,71,0
5830,1132,2,26,2,20,26,112,112,5,5,22,51,0
5923,177,2,28,4,19,24,12,14,1,1,4,32,1
5930,1,2,28,4,20,6,0,31,1,1,2,9,0
5929,2325,2,28,4,19,44,4,6,2,2,5,10,0
5922,475,2,28,4,18,37,1,1,1,1,4,15,0
5745,1132,2,23,6,18,13,5,1,1,1,15,23,0
5458,1216,2,16,6,17,15,10,82,3,3,3,3,0
5660,1216,2,22,5,2,8,93,164,3,3,6,10,0
5918,2,2,28,4,17,32,1,3,1,1,10,24,0
5916,2325,2,28,4,17,11,0,1,1,1,1,1,0
5917,964,2,28,4,17,18,4,4,3,3,6,16,0
5877,1132,2,27,3,20,16,1,2,1,1,11,39,0
5428,866,2,15,5,23,30,26,34,4,4,69,133,0
5775,67,2,25,1,2,37,14,29,2,2,6,25,0
5738,964,2,23,6,16,25,1213,39,7,10,9,44,0
