Id,Comment
15486,arm add declar prefetchoffset registernid gari king 
15487,arm outercach add shutdown restart callbacknnadd shutdown callback outercach structur provid annimplement outer cach control machinesnwhich need flush disabl outer cach control prior tonexecut architectur reset platform suspend code call ancommon function sonnsymmetr add restart callback may call bynth platform suspend code reenabl outer cach followingna suspend transitionnid gari king 
15488,arm tegra suspend add support suspend modesnnin sdram place selfrefresh order safelynperform thi transit final shutdown procedur respons fornn turn mmu data cachen put memori selfrefreshn set ddr pad lowest power staten turn pllsnni copi iram address tegrairambas thenstart suspend processnnin mode like cpu reset execut code specifiednat evp reset vector sinc sdram selfrefresh thi code mustnalso locat iram must reenabl dram befor restor thenful context thi implement enabl cpu pllp enablesnpllc pllm restor sclk burst polici jump resetnvector restor rest system mmu pllx coresit etc reset vector expect found isnial dure systembootupnnin mode core voltag domain also shutoff result allnof volatil state core voltag domain eg pinmux registersnclock regist etc must save memori restorednaft system resum limit set wakeup avail correct level wakeup must program pmcnwakepad configur regist prior system shutdown resum thensystem reset boot rom boot rom restor sdram othernsystem state use valu save dure kernel ializ pmcnscratch registersnnfor simplic outer cach shutdown itni possibl optim routin bypass outer cach shutdownnand fix vik kasivajhula restor pllc dure resumen fix typo set cpu clock burst polici pllm rather fix vik kasivajhula shut mmu dure avoid race flow controllern instruct fix scott william separ cpuspecif code socspecif codenid gari king 
15489,explic disconnect data dure power data call torn befor radio power modem willnhav send data call releas chang ializ state followednbi idl state send power registr power request sentnto modem dure initi state call releas chanc thatnmodem doe perform power registrationnninstead directli iat power modem set power registrationnbit releas order thi chang also optim power procedur bynlet modem handl data call releas dure power downnid 
15490,send space onli alreadi filterednid 
15491,display fdnadn record alphabet ordernna per termin must display fdnadn record alphabeticalnord fdn record read sim sort sort complynwith specnid 
15492,make hasicccard return true ruim card presentnncurr hasicccard method work onli gsm phone simusimncard extend ruim wellnid 
15493,media type detect ignor surfix casenid 
15494,add miss log setttymod queryttymodenid 
15495,sim toolkit enhanc bug fixesnn correct termin respons getinkey variabl timeoutn gcf ptcrb testcas check forn durat tlv termin respons add durat tlv terminaln respons get inkeynn accord TS section structur termin responsen simpletlv object set crcomprehens requir flag comprehens sinc deviceident durat tlv CR flag setnn add support provid local informationpli languag set sendn termin repons local languag set valu read fromn persistsyslanguag system propertynn send TR beyondterminalcap unsupport proactiv commandsnn fix length code text string termin respons get inputnid 
15496,usb gadget composit move switchsetst call work queuennnedoffbi mike lockwood 
15497,changeid fix clearenv compil warn relat comment typosn 
15498,fix hang error sim card communicationnnwhen problem commun ril e g simncard connect iccphonebookmanag hang thi correctednid 
15499,updat power control widget gp state changednnwhen power control widget homescreen updat thengp state set applic press back homescreennth gp state indic power control widget updatednthi fix would solv abov problemnid 
15500,add sigsetjmp add two function sigsetjmp siglongjmpnthat fix bluetooth compil error patch origin 
15501,explicitli requir low resolut time stamp localinstalledmodul targetnnus lowresolutiontim pseudo target explicitli state acp operationnr proper time stamp handlingnnsinc acp design act everi platform discard thenmicrosecondaccur nanosecondaccur time stamp regardless thenunderli file system thi creat problem local file system donsupport high resolut time stampsnnth file gener high resolut time stamp newer thannth one instal target becaus time stamp truncat acp thisnbehavior ha observ systemnid 
15502,improv envsetupsh zsh compatibilitynnzsh fail earli first vendorvendorsetupsh cannot expandednso altern path check use find list thenvendorsetupsh insteadnid 
15503,allow user creat shortcut vpn set home screennid 
15504,add uicoreprotocol simul exchangenid 
15505,nohz fix nohz ratelimitnnchri wedgwood report sched ratelimit nohz caus anseri consol regress unrespons inde doe thenbelow fix skip tick ha stoppednid chri wedgwood brian bloniarz mike galbraith peter zijlstra colin cross 
15506,notif sound enabl first bootnnal notif sound disabl system propertynsettingssecuredeviceprovis set thi done bynth default setup wizard googl applic first boot atnsecond boot notic could heardnthi chang ad registr mechan ablento receiv updat deviceprovis chang thennnotif sound also heard first bootnid 
15507,regener kernelknowngenericstat innlibckerneltoolsdefaultspi abl build 
15508,usb gadget android remov unus function androidusbsetconnectednnnedoffbi mike lockwood 
15509,usb composit add usbcompositeforcereset util forc enumerationnnus thi rather call usbgadgetdisconnect usbgadgetconnectndirectli avoid send usb disconnect event userspac resettingnth busnnnedoffbi mike lockwood 
15510,updat chang lognid 
15512,network wireless set special oui softapnnnedoffbi dmitri shmidt 
15513,adt outlinepag npe fixnid 
15514,fix make ddmlib ddmuilib windowscygwinnnneed latest chang sdkgiteclipsescriptcreateddmsshnid 
15515,fix ddm project eclips windowscygwinnid 
15517,ant support librari depend librariesnid 
15518,arm improv cach perform usednnwith thi cach control cach mainten PA syncnoper atom requir wait loop spinlocksnthi patch condit defin cachewait function lockingnprimit rather duplic function filennsinc cach control work cpu patchnautomat enabl definednid catalin marina 
15519,add earli param avoid ialis controllernnsom develop platform may issu thi control sonallow easi disabl kernel command line patch also addsna check realviewpbxc code avoid settingnaddit registersnid catalin marina 
15520,mtdtegranand ignor return valu addmtdpartitionsnnwhen mtd partit command line format use ignor thenreturn valu left err set number partit wasnlat interpret error return code tegranandprobenwhich caus mtd master unregist ultim causingnnul pointer deref mount root partitionnid gari king 
15521,sdhcitegra implement suspend resumenid gari king 
15522,arm add ventana machtypesnid gari king 
15523,arm tegra harmoni remov hardcod partit tablennus partit inform provid kernel command line rathernthan fix tabl subject changenid gari king 
15524,arm tegra pinmux add power rail reset pingroup tablennth reset valu pin group tegra pin mux result innfunct error due conflict activelyconfigur pin groupsnmux control thi chang add known safe nonnconflict mux everi pin group use platformsnwher pin group rout ani peripheralnnalso add pin IO voltag rail enabl platform code tonmap pin group use interfac regul usednfor dynam voltag controlnid gari king 
15525,arm tegra pinmux addit pinmux supportnnadd routin individu configur tristat pin mux pullnup pingroupconfig array possibl programnindividu valu runtim without modifi valuesnnthi allow driver powermanag code reprogram individualninterfac lower power state dure idl suspend tonreprogram pin mux support multipl physic buss pernintern control eg share singl spi controllernacross multipl pin groupsnnalso move chipspecif data like pingroup drivepingroupsnout common code chipspecif codenid gari king 
15526,arm tegra pinmux separ chipspecif data common datannmov pingroup defion common pinmux implementationnand chipspecif file prevent clutter implementationncod thousand line pingroup tabl everi chipnid gari king 
15527,arm tegra pinmux enabl count tristat controlsnnpin group may share devic driver special functionnmod one gpio keep track number ofncal configur pin group normal mode pin safelynb return tristat user cancel themselvesnbi place pin group tristatenid gari king 
15528,arm tegra remov cascad apb dma interruptsnntegra rout apb dma interrupt directli interrupt controllernso need secondlevel decod routinesnid gari king 
15529,arm tegra dma reserv avp dma share dma channelsnnth multimedia engin avp tegra soc program sever dma channelsnitself direct control prealloc channel thensystem dma driver ignor interrupt themnnalso make sure share dma channel mark allocatednto prevent also alloc exclus dmanchannelnid gari king 
15530,arm tegra dma allow threshold callback nullnnsom continu dma devic reli interrupt rathernthan dma callback detect halfbuff complet allow nullnthreshold callback support thi casenid gari king 
15531,arm tegra gpio add request free setwakeen callbacksnnsetwakeen propag irqwakeup flag cascad gpio irq tonth primari irqnnrequest ensur gpio tristat free reconfiguresnth gpio input mode tristat pin innth pingroup needednid gari king 
15532,arm tegra suspend remov liter cpu save restor codennus movw movt instruct load liter valu rathernthan allow compil silent gener liter section overnmemorynnsinc thi code need relocat may run mmu may runnwith mmu may run iram fewer liter includ fix scott william gari king 
15533,arm tegra clock add suspend support clock reset blocknid gari king 
15534,arm tegra dma add suspend support dma controllernid gari king 
15535,arm tegra pinmux add suspend support pinmux registersnid gari king 
15536,arm tegra gpio add suspend support gpio controllersnid gari king 
15537,arm tegra irq add suspend support irq controllernid gari king 
15538,arm tegra add IO virtual memori manag interfac iovmmnnth tegra iovmm interfac allow devic driver subsystem innth kernel manag virtual memori space visibl IO devicesnnth interfac ha design scalabl allow IO virtualnmemori hardwar exist one limit apertur addressnspac eg small apertur physic address space performnmmulik remap complet virtual address multiplenaddress space memori protectionnnth interfac ha design similar linux virtual memorynsystem howev oper would difficult implement ornnonsens dma devic eg copyonwrit present andnapi ad allow manag multipl simultaneousnact address spacesnnth api broken four princip object area client domain area contigu region virtual address space benfil virtualtophys translat option protectionnattribut virtual address area queri use forndma oper client creat itnna linux vmarea structur respons whicheverncod creat area ensur popul domain iovmm system similar process standard cpunvirtu memori system repres entir rang virtual addressesnwhich may alloc use translat depend hardwarencap one domain may resid avail forntransl iovmm area alloc iovmm domainsnnwhenev dma oper perform iovmm area parentndomain must made resid prior commenc vmm client repres ani entiti need abl allocatenand map system memori IO virtual space client creat namenand may creat part share group client creatednin share group observ IO virtual space ie allnwil use iovmm domain thi similar thread insid processnin cpu virtual memori managernnth caller IO vmm system respons decid thengranular client creation share group defion depend thenspecif usag model expect caller may appropri createnan iovmm client per task caller repres interfacento user land iovmm client per driver instanc common iovmm clientnfor entir bu global iovmm client OS subsystem eg dmanmap interfacenneach client respons ensur iovmm translat isnresid system prior perform dma oper use iovmmnaddress thi accomplish preced dma oper clientnwith call tegraiovmmclientlock tegraiovmmclienttrylocknand follow oper onc complet call tontegraiovmmclientunlock thi regard client cooper contextnswitch expect behav vmm devic physic hardwar respons performingnth IO virtualtophys translationnndevic respons domain manag map unmappingnoper need make translat resid domain includingnani tlb shootdown cach invalid need ensur coher lockingnand unlock domain made resid client space alloc dealloc domain objectsnndevic respons alloc dealloc domain tonallow coalesc multipl client share group singl domain fornexampl hardwar onli allow singl address space tonb translat systemwid perform full flush invalid thentransl everi client switch may prohibit expens thesencircumst legal implement iovmm interfac includesnreturn domain client system regardless ofnth originallyspecifi share groupnnin thi respect client assur share address spacenwith client share group howev may also sharenthi address space client toonnmultipl devic may present system devic return nullndomain incap servic client ask tonalloc domainnnnniovmm client call creat new iovmm client object implement may creat new domain return exist one depend onn devic share groupnntegraiovmmfreecli free clientnntegraiovmmclientlock make translat resid iovmmn devic subsequ dma oper may block devic incapablen contextswitch client call return eintr wait thread interrupt befor client lockednntegraiovmmclienttrylock nonblock version tegraiovmmclientlocknntegraiovmmclientunlock call client dma oper iovmmn translat address complet allow iovmm system contextswitch current client devic needednntegraiovmmcreatevm call alloc iovmm area ifn lazi demandload page desir client suppli pointern tegraiovmmareaop structur provid callback function load pinn unpin physic page map thi iovmm regionnntegraiovmmgetvms call queri total size iovmm clientnntegraiovmmfreevm call free iovmm area releas ani pinnedn physic page map decommit ani resourc memori forn pte pde requir VM areanntegraiovmmvminsertpfn call insert exact pfn system memoryn physic page area specif virtual address illeg calln iovmm area wa origin creat lazi demandloadingnntegraiovmmzapvm call mark map iovmm area asn invalid noaccess continu consum IO virtual address spacen lazi demandload iovmm area zap region reloadedn ha unzap dma oper use affect translationsn may fault support devicenntegraiovmmunzapvm call reenabl lazi demandload pagesn previouslyzap iovmm areanntegraiovmmfindareaget call find iovmm area objectn correspond specifi IO virtual address null addressn alloc address space increas refer countn iovmm area objectnntegraiovmmareaget call increas refer count iovmmn area objectnntegraiovmmareaput call decreas refer count iovmmn area objectnniovmm devic call regist new iovmm devic iovmmn managernntegraiovmmunregist call remov iovmm devic iovmmn manag unspecifi behavior call translat activ orn inusenntegraiovmmdomain call ializ iovmm data structur block tree etc alloc new domainnniovmm devic call inform devic new lazymap iovmm area devicesn may load entir VM area thi call ani time prior ton complet first read write oper use translationnnunmap call zap decommit translationsnnmappfn call insert specif virtualtophys translat iovmm areannlockdomain call make domain resid return domain wa success contextswitch nonzero oper cann complet eg avail simultan hardwar translat lock devic guarante everi domain alloc alway usabl thi function may nullnnunlockdomain releas domain resid allow hardwaren translat use domainsnnallocdomain call alloc new domain allow return ann exist domainnnfreedomain call free domainnid gari king 
15539,arm tegra suspend add suspend basic support system suspend oper use cpunpowergatingnnplatformspecif data power good time pmu capabl etc must benspecifi regist suspend oper ensur platformnpow sequenc restrict maintainednnsinc devic interrupt except timer disabl suspendnpath wakeup interrupt need manual unmask befor enteringninto suspend state processor never wake forcedunmaskninterrupt remask immedi resum path prevent thenkernel livelock prior driver includ fix cpu complex save restor power timernconfigur aleksandr frid gari king 
15540,arm add declar prefetchoffset registernid gari king 
15541,arm outercach add shutdown restart callbacknnadd shutdown callback outercach structur provid annimplement outer cach control machinesnwhich need flush disabl outer cach control prior tonexecut architectur reset platform suspend code call ancommon function sonnsymmetr add restart callback may call bynth platform suspend code reenabl outer cach followingna suspend transitionnid gari king 
15542,arm tegra suspend add support suspend modesnnin sdram place selfrefresh order safelynperform thi transit final shutdown procedur respons fornn turn mmu data cachen put memori selfrefreshn set ddr pad lowest power staten turn pllsnni copi iram address tegrairambas thenstart suspend processnnin mode like cpu reset execut code specifiednat evp reset vector sinc sdram selfrefresh thi code mustnalso locat iram must reenabl dram befor restor thenful context thi implement enabl cpu pllp enablesnpllc pllm restor sclk burst polici jump resetnvector restor rest system mmu pllx coresit etc reset vector expect found isnial dure systembootupnnin mode core voltag domain also shutoff result allnof volatil state core voltag domain eg pinmux registersnclock regist etc must save memori restorednaft system resum limit set wakeup avail correct level wakeup must program pmcnwakepad configur regist prior system shutdown resum thensystem reset boot rom boot rom restor sdram othernsystem state use valu save dure kernel ializ pmcnscratch registersnnresum requir boot rom suppli sign recoveri codeblobnto kernel kernel expect length address thi blobni suppli command line argument present disablednnfor simplic outer cach shutdown itni possibl optim routin bypass outer cach shutdownnand fix vik kasivajhula restor pllc dure resumen fix typo set cpu clock burst polici pllm rather fix vik kasivajhula shut mmu dure avoid race flow controllern instruct fix scott william separ cpuspecif code socspecif fix alex frid afridnvidiacomn refactor pmc mode avoid depend polar extern pullupsn pulldown power request linesn saverestor cpu poweroff fix bharat nihalani bnihalaninvidiacomn program deep power pad samplingnid gari king 
15543,arm tegra harmoni add support suspendnni suspend code set enabl dramnact suspend harmonynnnedoffbi gari king 
15544,serial tegrahsuart fix section mismatch errornid gari king 
15545,usb fsludccor fix section mismatch errornid gari king 
15546,usb android fix section mismatch errornid gari king 
15547,usb fmassstorag fix section mismatch errornid gari king 
15548,arm tegradefconfig fix boot androidnid gari king 
15549,arm tegra pinmux add pingroup list gpio map tegra board design use common set pin mux configurationsnfor devic add function convert select devicenconfigur list pingroupconfig structur neednto programmednninclud function return pin group gpio thisncan use configur pingroup tristat normal gpiosnar request freednid gari king 
15550,arm tegra pinmux add pingroup list gpio map tegra board design use common set pin mux configurationsnfor devic add function convert select devicenconfigur list pingroupconfig structur neednto programmednninclud function return pin group gpio thisncan use configur pingroup tristat normal gpiosnar request freednid gari king 
15551,arm tegra harmoni add support suspendnni suspend code set enabl dramnact suspend harmonynnnedoffbi gari king 
15552,adt synchron select 
15553,CW interrog servic class sentnna per TS section UE need send servic classnparamet call wait interrog network network return errornif servic class sent set servic class serviceclassnonenid 
15554,correct VM number updat dure mbdn refreshnnth voic mail number voic mail tag get updat properlyndur mbdn refresh data mbdn EF invalid voic mailnnumb voic mail tag unchang retain previou valuenwher null thi casenid 
15555,move bioniceab common partnnactu thi file arch independ also need itnid 
15558,network wireless fix bu ioctlnnnedoffbi dmitri shmidt 
15559,split dsohandl defn may use architecturesnid bruce bear 
15560,fix miss nlnid bruce bear 
15561,delet libdiskconfig sub anoth copi buildsystemcorenid bruce bear 
15562,vendorsetup need look addit placesnid bruce bear 
15563,refactor stripper allow stripper soslim specifiednid bruce bear 
15564,prelink dalvik yet support prelink need disabl doesnid bruce bear 
15565,sapphir makefil onli includ arm buildsnid bruce bear 
15566,chang systembuild tag optionalnid bruce bear 
15567,fix miss nlnid bruce bear 
15568,toolchain defin unix forc correct case selectednid bruce bear 
15569,fix compil warn errorsnid bruce bear 
15570,fix miss nlnid bruce bear 
15571,fix miss nlnid bruce bear 
15572,cpufeaturesh onli exist armnid bruce bear 
15573,dbu fulli implement disabl nownid bruce bear 
15574,set mode rc file systemetcnid bruce bear 
15575,merg branch commitn 
15576,build host version libdiskconfignid bruce bear 
15578,adt fix npe configcompositennfor reason local use configst thenconfigurationcomposit null member fail reproducenit one clue might wa nonselect openna editor tab java workspac wa mainnvis one possibl event fire befor thencomposit control got creatednid 
15579,allow platform project use debug run app buttonnnsinc way figur automat project validnfor given run app read name project annenviron variablennnot goal thi new featur peopl work thenplatform still want use ddm plugin itsnfeaturesnid 
15580,strip invalid charact xmlnnsometim dalvik test print control charact theirnexcept known failur thi make report unviewablenin firefox strip control charact befor writingnth xmlnid 
15581,specul fix intermitt ct UI test failuresnnui relat test fail keyguard current displayednprevi ct har use separ util app would disabl thenkeyguard upon receiv broadcastnnhowev util process kill system keyguard isnimmedi display known sure thi could explain thenintermitt UI test failuresnnthi commit add logic disabl keyguard ct test runner itselfnnbug 
15582,adjust ninepatchdrawabletesttestconstructorsnnthi test wa fail due known bug ha fix next platformnreleasenid 
15583,strip invalid charact xmlnnsometim dalvik test print control charact theirnexcept known failur thi make report unviewablenin firefox strip control charact befor writingnth xmlnid 
15584,updat latest froyo rcnid bruce bear 
15585,adt support librari depend librariesnid 
15586,add api request rout hostnnadd api creat rout host particularninterfacenid 
15587,add api add rout hostgatewaynnadd api creat rout hostgateway particularninterfacenid 
15588,add kernel header file bionicnnth header file need add rout host user spacenid 
15589,arm tegra add api enabl usb physnnmov usb phi ializ codenad support utmi phynupd regist recommend nvidia much closer pass integr testsntodo add support ulpi phynnnedoffbi benoit gobi 
15590,usb gadget use usb phi apinnnedoffbi benoit gobi 
15591,support virtualvoicecal sco parti api ad start andnstop virtual voic call sconid 
15592,support virtualvoicecal sco parti api ad start andnstop virtual voic call sconnwith review comment implementednid 
15593,support virtualvoicecal sco implement partynapinid 
15594,support virtualvoicecal sco implement partynapinnreview comment implementednid 
15597,switch requir host java environ path java toolchain explicitlynspecifi manual configur benrequirednid java version chang made envsetup automat find right javahomennthi chang forc everyon resourc envsetupshnid javadoc java set bootclasspath would error likenjavadoc error doclet class droiddoc method start ha thrown except javalangreflectinvocationtargetexceptionnid inherit privatebootclasspath moduel depend apistubstimestampnnth inherit valu ha caus build breakag mac buildnid stayoffmylawn set check stayoffmylawn setjavahom function alreadynrefus updat javahom set someth shouldnb suffici anybodi want script mess itnnwith thi chang get benefit autoselectionnwithout suffer window titl changesnid 
15598,network wireless add driver setsuspend commandnnnedoffbi dmitri shmidt 
15599,defin byte order properlyn 
15600,defect day ago date call made two statusnshown day call lognid 
15606,adt synchron select canva outlin propertiesnnthi CL add layoutcanvasview jface viewer wrap thenlayoutcanva control thi allow canva particip thenworkbench site selectionnnto summarizen workbench site select servic seen centralizedn servic regist select provid select listenersn editor part oulin select providersn editor part outlin properti sheet listenern listen indirectlyn hilar ensuesnni tri add enough javadoc class explain pleas tell need editor part alsonha link one web page articl bring sens tonthi stuff recommend read web page firstnid 
15609,save http uri local download directori may existnid 
15610,add fulleng instead genericeng lunch menunid 
15611,fix clearsilv share librari issuenid 
15612,adt support librari depend librariesnnmajor chang workflow link project librari togethernthi done singl job queue action donthi ensur new open project process one timenand parallel would gener problemsnid 
15613,ad surfacefling night mode controlnid 
15614,initi pass surfacefling effect night modennthi chang add mrendereffect variabl usednto control render effect runtim one exampl effectnof night mode includ render entir systemnin use redonli filternnin particular thi use devic ole displaysnwher power consumpt red channel much lessnthan green bluenid 
15615,arm tegra clock fix enabledis parent clock setparentnid colin cross 
15616,arm tegra clock add maxrat paramet clocksnid colin cross 
15617,arm tegra add support read fusesnid colin cross 
15618,arm tegra add dvf clocksnid colin cross 
15619,arm tegra clock add virtual cpu clock dvfsnid colin cross 
15620,arm tegra modifi cpufreq use virtual cpu clocknid colin cross 
15621,arm tegra clock updat common clock tablenid colin cross 
15622,driver mmc sdhcitegra add suspendresum processingnnnedoffbi dmitri shmidt 
15623,support split tunnel vpn connect pppdnnsplit tunnel inform pass ipupvpn andnipdownvpn option format isna commasepar list subnet routabl throughnppp commasepar list subnetsnto rout default gateway ipparam setnthen traffic redirect ppp interfac default behaviournid 
15624,support splittunnel vpn servicesnnmroutelist member vpnprofil contain commasepar list ofnsubnet access vpn form addressmasknmexcluderoutelist contain commasepar list subnet excludednfrom vpn format addressmaskaddressmask mroutelistnand mexcluderoutelist empti traffic get redirectednto vpn default behaviournid 
15625,chang systembuild tag optionalnid bruce bear 
15626,fix icon ddm view clean redundantobsolet gitignor filenid 
15627,updat android project properti support librari depend librariesnnthi simpli enabl abil add librari librari projectnin uinnalso updat chang lognid 
15628,ensur havedbu undefinedn 
15629,allow dlclose properli call static C destructorsnnwith thi patch upcom build patch destructionnof static C object contain share librari happennproperli dlclose callednnnot thi chang introduc crtbeginso crtendso whichnar current ignor build systemnn move defion dsohandl right placenbefor share librari use dsohandlenglob variabl C librarynnnot keep dsohandl aeabic avoidnbreak build next patch buildcorecombonappear abl remov laternn move bionicaeab archarmbion proper locationnnnot ndk need modifi enabl thi featur inn share librari gener itnid 
15635,clean lunarland samplenid 
15636,updat chang log librari librariesnid 
15637,driver usb gadget fix section mismatch warningnnnedoffbi dmitri shmidt 
15638,disabl unsupport featur nownid 
15639,arm tegra clock add clkroundratenid colin cross 
15640,arm tegra clock fix request veri high periph frequenciesnid colin cross 
15641,driver input misc fix section mismatch warningnnnedoffbi dmitri shmidt 
15643,driver usb gadget massstorag fix section mismatch warningnnnedoffbi dmitri shmidt 
15644,adt fix npe resourc editor eclips bug fix workaround around eclips 
15645,driver usb gadget rndi fix section mismatch warningnnnedoffbi dmitri shmidt 
15647,driver video msm mddi fix section mismatch warningnnnedoffbi dmitri shmidt 
15648,arm msm smd fix section mismatch warningnnnedoffbi dmitri shmidt 
15653,clean isvalidapkpath function avoid nest statementsnid 
15654,explicitli indic onli bash supportednnremov zsh compat code relat commentsnndisplay warn shell use prevent illusionnthat build zsh support notnid 
15656,acp ensur dst mtime alway greater equal src mtimennwhen copi file file system support high resolutionnmtim truncat nsec part instead shouldnincreas dst mtime one sec prevent dst mtime becom lessnthan src mtimenid 
15657,monthview updat display associ googl calendar color busybitsnad week start day settingsnremov local lookup week start daynad standard text todo add start day settingsnid 
15658,document bug issu wa issu timetomilli examplenalso remov whitespac filenappli android code styleguidenid 
15659,add R chmodnid 
15660,add p support mkdirnid 
15661,rebuild switch sdknnsave enorm amount timenid 
15663,input wakelock destroy wakelock evdevopendevic failsnnnedoffbi courtney cavin 
15664,set arm specif variabl empti nonarm platformsnnthes variabl useless nonarm platform willngener mislead messag dure build processnid 
15665,calendarnad color highlight monthviewnmov weekstartday app settingntodo updat text local week start day settingnid 
15666,calendarnad color highlight monthviewd week start day local app settingnid 
15668,calendarnad color highlight monthviewd week start day local app settingnid 
15670,move key event gener UI realm neutral spacennabstract keycod event array keycodearrayhcnmov key keycod translat charmapcnid 
15671,fix jni load buildtestnnbug use nativ code check featur usingnruntestpi librari put systemlib librari isnload without problem howev run test ct causesnth librari found becaus instal thensystem directori anymor ct classload use forntest nativ code must compil jarnin order foundnid 
15672,fix contentresolvertest race conditionsnnissu delayedcheck around potenti asynchron callsnand add synchron around member set get byndiffer threadsnid 
15673,test commitnid 
15674,test commitnid 
15675,test master branch abandonnid 
15678,revert acp ensur dst mtime alway greater equal src mtimennthi revert commit 
15679,remov hwcontrol depend uinnqemulatorsetup ha set brigh callback via direct call hwcontrolnaft chang callback set via call uicoreprotocolnid 
15680,remov bootpropertiesh depend helpcnnfil helpc belong UI bootproperti belong corenid 
15682,mark link folder librari project derivednnteam plugin alreadi ignor link resourc seemsnthat mark deriv safer betnid 
15683,use android prepar upcom armlinuxandroideabi toolchainnnthi patch doe affect current armeabi toolchain behavior allnit onli make armlinuxandroideabi toolchain armeabi doesnnth current armeabi toolchain doe defin unix unix sonsom statement wrap defin unix defin unixnendif includ howev new armlinuxandroideabintarget linux android platform unix unix arendefin result incorrectli inclus call ofnisnanorinf isinf isnegnan ecvtr fcvtr etc need addnandroid prevent call includednna background armlinuxandroideabi support upstream gccntrunk soon android defin armlinuxandroideabi toolchainnid 
15684,allow explicit warn projectsnnen compil warn default modifi javacncommand includ warn onli warn flagnlocalwarningsen set truenid 
15685,adt docknight combo layout editornnad proper support qualifi fake valuesnlik languageregion none dock mode thosenar use adt intern repres valid valu sonsom UI like config creator must handl themnnthey befor led weird UI behavior suchna languag region qualifi valuennad miss iconsnncleanup qualifi move similar code base classnfor enum base qualifiersnnremov depend current iandroidtarget get thenfold segment correspond qualifi needednanymor target use recent version aapt willnmov use recent one soonnid 
15687,build access test apknnbug ctsmk wa miss two line ad ctsmk thatnar need build access test apknid 
15690,fix undefin refer dliteratephdr bruce bear 
15691,defin android par arm build requirementsnid bruce bear 
15692,updat geomagneticfieldtestnnbug commit followingnncommit tue mar fix testnn changeid 
15693,add ctstestcaselistmk build ctsnnbug test case list buildcoretasksctsmk putnthem ctstestcaselistmk file thi chang make itneasi develop ct open sinc ad test packagesnand applic longer requir multipl project changesnnanoth altern wa move entir ctsmk file thenct project sinc makefil flux master branchnso much decid simplifi thing onli includingnth test case list avoid merg issuesnnalso decid keep thi separ makefil rather thannstuf defion ct androidmk thinkingnit better explicit includ statementnrath implicitli defin androidmknid 
15694,usb host add ehci driver nvidia tegra socsnid benoit gobi 
15695,add new default devic layout editornnthos devic repres one resdens combo officiallynsupport screensnnse httpdeveloperandroidcomguidepracticesscreenssupporthtmlrangenid 
15696,arm tegra clock updat usb host control clock dev idnnnedoffbi benoit gobi 
15697,prevent output consol close sever projectslib oncennthi due link updat close projectsnid 
15698,knowyou need parenthesesnid 
15699,compat latest opencorenid 
15700,fix broken buildnid 
15701,acp ensur dst mtime alway greater equal src mtimennwhen copi file file system support high resolutionnmtim truncat nsec part instead shouldnincreas dst mtime one sec prevent dst mtime becom lessnthan src mtimenid 
15707,add interrupt oprofil nexu onennthi patch add defion correct interrupt use thenperform monitor hardwar cpu thi patchnoprofil abl collect profil sampl nexu onennth patch also make kernel driver report error interruptndefion avail instead fals report profilingnha success enablednnnedoffbi mike playl 
15708,make system properti page writeabl new futex system call worksnnkernel wa chang requir writeabl paramet futex callnwhich caus watchprop use cpu time futex callsnwould return immedi without waitingnid 
15709,correct permiss mkdir callsnnth paramet mkdir octal anlead also directori need bit setnid 
15710,shuffl filesnid 
15713,diskconfig librari ha chang locat fix includ pathsnid bruce bear 
15714,remov packagemanag permiss testsnnbug wa anoth packagemanagertest addit previouslynfix packagemanagerrequiringpermissionstest wa test thatna securityexcept thrown howev expectednto throw anymorenid 
15715,fix memori leak graphic layout editornnth render requir looper never actual use itnsom view like scrollview make use messag dure renderingnput messag looper messag queue wa nevernread emptiednnin case scrollview messag actual containsna refer scrollview would leak allnit children viewsnnth fix delet looper wa creat thi must bendon reflect public access thisnmust done adt version layoutlib getnth fixnid 
15716,fix build usemingw seem prefer definenid 
15717,dialogtest onpanelclos call properli nownnbug call properli froyo undo 
15718,webviewtest delay check savepicturennbug file save done separ thread webview wait anbit check sizennit probabl note javadoc thi annasynchron call furthermor method never return fals evennif file save fail becaus save done runnablenthat fail silentlynid 
15720,remov modal dialog show adt start sdk setupnid 
15721,add localdisabledccppflag variabl remov specifi flag globalccppflagsnid 
15722,spi tegra ializ spinlock probe functionnnnedoffbi erik gill 
15723,arm tegra display control clock max erik gill 
15724,disabl ffastmath androidmk becaus sqlite ffastmath enablednndepend changeid 
15725,video tegra remov old tegra fb drivernnnedoffbi erik gill 
15726,video tegra add tegra display control drivernnnot ommisionsnt support anyth lvd panelsnt inegr nvhost driver sync updat FB physic geometri setnt lack interfac set overlaywindow xy changesnt suspendresum supportnt move code driversvideotegradcnt modular output supportnt clean regist dump add debugf regist filent code review feedbacknt make display control regist framebuff devicesnnnedoffbi erik gill 
15727,video tegra add tegra framebuff drivernnnot ommisionsnt FB physic geometri setnt lack interfac set overlaywindwo xy changesnt make fb dev regist dc drivernnnedoffbi erik gill 
15729,fix npenid 
15730,allow targetarch set boardconfigmknid bruce bear 
15731,move buildspec var boardconfigmknid bruce bear 
15732,add lunch menunid bruce bear 
15733,fix document error asynctask contstructornid 
15734,add hour ddm log timestampnid 
