Id,Comment
13424,fix scroller overshoot interpolatorsnnth termin criteria wa previous base final posit howev somennew interpol introduc android api overshoot final positionna result termin criteria must done time elaps duringnth begin anim onlyn 
13428,usb android use correct struct name bmattribut variablennthi patch fix compil issu usb android gadgetnncc driversusbgadgetandroidondriversusbgadgetandroidc function error undeclarednnthi bug wa introduc follow commitnnusb android gadget add remot wakeup attribut leed aguilar vikram pandita 
13432,new test frameworktest velocitytrack classn 
13435,audio enabl select input output buffer size audiosetconfig ioctlnnnedoffbi eric laurent 
13440,ad defon wimax network iden networkn 
13441,ad addit pvmf statu code handl rtsp error code server server return rtsp error messag pvmf statu code map rtsp error code returnedn 
13442,ad pvmf statu code rtsp errorsnn branch rtsperrorn chang committedn use git reset head unstagenntmodifi pvrtspclientenginenodecppn 
13449,fix android anim framework use interpol start bug affect interpol return given input default interpol android return whi beennnot custom interpol exampl run backward return given input 
13450,fix x coordin actionup event touchutilsdrag methodnnth actionup event wa fire fromx posit instead beingnfir tox posit current valu local var xnnthi bug real impact velocitytrack alway ignor lastnmotionev receiv eventsn 
13454,default pivot set order defin pivot xmlinstanci rotatedraw androidpivotxnand androidpivoti set xml forget set attributesnend nullpointerexcept tv null caught resourcesgetdrawablenmethod caught except result notveryaccur messag wa loggednresourc found defin default pivot valu seem like great fixnsom fix would modifi document notifi user betternexplan resourc found n 
13456,bionic fix memori leak getmallocleakinfo error pathnnnedoffbi andré goddard rosa 
13457,bionic clear onli part buffer overwritten afterwardnid andré goddard rosa 
13458,bionic pthreadjoin avoid extra check case find threadnn use similar logic use pthreaddetachnnnedoffbi andré goddard rosa 
13459,bionic equal unknown program name sspc libccommoncnn consist sakennnedoffbi andré goddard rosa 
13460,bionic ftell return long intnnnedoffbi andré goddard rosa 
13461,bionic add miss null check memori alloc recordbacktracennnedoffbi andré goddard rosa 
13462,bionic fix code style pthreadmutexattrxxx functionsnn make uniform easier understandnnnedoffbi andré goddard rosa 
13463,bionic leakfre tighten critic sectionnn lock onli gettingset share statennnedoffbi andré goddard rosa 
13464,bionic remov unneed variabl chkreallocnn simplifi gener codennnedoffbi andré goddard rosa 
13465,bionic equal program name sspc libccommoncnn consist sakennnedoffbi andré goddard rosa 
13469,remov dash local number nanp japannnremov dash local nanp japan countri codennus case ad number start thenn tri add countri code befor ex firstn trigger nanp format getn still old nanp formattingn thi number shown 
13477,follow chang improv report done hierarchyview via viewdebug interfacennwind river ha built system test platform android call stp system test platformnw use adb access viewdebug android phone viewdebug interfac miss importantnvalu use run test chang add access valu describ belownnviewviewdebugjava thi chang add screenx screeni posit overal view without thesenvalu cannot tell popup window screen use network interfac click thenandroid screen specif locat need know window positionednnwidgetanalogclockjava like know time clock show verifi itnnwidgetcheckedtextviewjava like know item check notnnwidgetcompoundbuttonjava like know item check notnnwidgetprogressbarjava need know isindetermin getprogress getsecondaryprogress andngetmax understand slider progress bar showingnnwidgettextviewjava need know current select getselectionstart test version thi code cupcak donut eclair emul dev phone otherndevic like chang soon abl run suit without ask partner changentheir android sourc test new phone without ani patch plug innnthank considerationn 
13478,improv extern build documentationnnupd document show current procedur fornoutoftre buildsn 
13480,gener memcpi defin memcopi befor includ bcopycnnnedoffbi chri dearman 
13481,correct gener memset implementationnnnedoffbi chri dearman 
13482,toolboxlistenersenderc print onli receivedn 
13489,show correct date download statusbarnnth date wa set properli notif text fornexpand view wa creatednnthi fix set display time download time eachnindividu file downloadprovid recreat notificationsnsever time set time befor expand messageni creat expand messag therefor display timenth notif wa creat time file wa downloadednth display time case time last filenwa download thi fix set display time downloadedntim individu filen 
13490,fix focu ring link nonlatin textnnwhen clickabl link html document focus rectangl withnround corner drawn around link link contain arabicncharact charact nonlatin alphabet focusnr drawn high pagenid 
13491,abort fdn delet number empti instead namend fdn delet abort number empti rather thannwhen name TS usim applic state effdn fix diall number diall numbernfield mandatori wherea alpha identifi optionalnth current implement user interfac editingnth fix diall list block creation delet listnentri without name correspond alpha identifiernbut instead permit entri without number thi incompatiblenwith usim specif andnimplementationnnthi contribut correct implement line withnth usim specificationnid 
13492,look mnumber instead mname decid whether add edit fix diall list TS usim applic state chapter fix diall number diall number field isnmandatori wherea alpha identifi option currentnimplement user interfac edit fixedndial list block creation delet list entri without annam correspond alpha identifi instead permitsnentri without number thi incompat usimnspecif implement thi contribut correct thenimplement line usim specificationnid 
13494,fix incorrect messag securityexceptionnnwhen inject key pointer trackbal event UI acrossnappl correspond method throw securityexcept withnincorrect permiss messageninject event permiss injecteventsn 
13495,fix incorrect messag securityexceptionnnwhen inject key pointer trackbal event UI acrossnappl correspond method throw securityexcept withnincorrect permiss messageninject event permiss injecteventsn 
13505,app music app crash tri launch patch add new buttonbar png file appearsnto correct directori may better way fix thisnnnedoffbi karimuddin say chri kelli 
13509,cleanup fix scalegesturedetectorn 
13512,fix heap corrupt long tagnnsnprintf ha weird return valu return would written given larg enough buffernin case prefix longer mess calcul possibl caus heap corruptionnto avoid thi doubl check set length maximum size minu null byten 
13514,prevent browser becom unrespons surf url mani escap charactersnnsurf webpag mani charact url hang browser sever minutesnto reproducenstr url intent new intentintentactionview uriparseurlnintentaddcategoryintentcategorybrowsablenstartactivityintentnnth raw url use match previous visit url histori databas sql like operatornth like oper doe howev treat sign wildcard exhaust unnecessari search madenth fix use escap function like treat sign url nonwildcardsna underscor treat also treat wildcard escap wellnid 
13515,remov size height feedback view system webkit view height set height contentnnremov size height feedback view system webkit view height set height contentnin order fix bug caus webview grow endlesslynnto reproduc tri follow webview 
13516,correct spn plmn name handlingnnspdifil sim bcd encod plmnentri pars correctlyncaus us display wrong networknamesnid 
13517,text disappear select text text editornnth problem appear user select copi past textnand select text second time text selectednth copi text becom visibl text fieldnid 
13522,avoid creat SP die SP caus multipl deletionnnonc SP ha hit mstrong process delet makingnanoth SP result object delet twicennfor reason processst use special function thi andncaus bug reimplement attempt creat SP instead ofnforc clean appropriatelyn 
13523,fix preadpwrit stubsnnon arm eabi function paramet must alignednto evenodd regist pair weird way stubsnwer written use separ lohi paramet preventednthi align enforc compilern 
13526,add printf formatnnthi make sure data sent logwrapperni interpret stringsnid 
13533,usb composit comput interfac number correctli function hiddennnnedoffbi mike lockwood 
13534,usb gadget android fix special case rndi ethernet functionnnonli set devic descriptor bdeviceclass field usbclasscomm whennth rndi function actual enablednnnedoffbi mike lockwood 
13538,build buildmultiprebuilt prebuilt targetnnadd file includ prebuilt buildmultiprebuiltnto instal part targetnid 
13539,make default camera app capabl see videosn 
13540,make adb pull use target file directori suppli onen 
13541,adb fix problem detect adb complic usb configurationsnid mike lockwood 
13542,make adb bugreport run bugreport invok dumpstatenindirectli via system servic rather dumpstat wayneven adb run root dumpstat doe run rootnand thing like collect VM tracesn 
13543,adb add vendor id adbnnnedoffbi erik gill 
13544,adb usb vendor idnid 
13545,power wakelock remov unus variabl printactivelocksnnthi patch onli remov variabl longer use innprintactivelock functionnnthi wa caus compil warn wa introduc bynth follow commit prevent spinlock recurs wakeunlock callednnnedoffbi leed aguilar 
13546,fix home launch settingsclear data homenna blank screenincal screen multipl screen behind home thenhistori stack display clear data home applicationnfrom set click back button go back homenthi happen onli user ha receiv atleast one callblank screennor launch ani activ call movetasktoback one ofnit variant launch app like browsernn detail see 
13551,add document adb environment variablesnnth adbtrac one particularli importantnid 
13552,fix adb handl devic serial number see bug serial number use usb devic name devusb thi obvious ideal better befor stop eclips crash burningn 
13553,merg commit gitandroidgitkernelorgplatformframeworksbas glwallpaperservicennclean file updat api currentxmln 
13554,power wakelock print activ wakelock haswakelock callednnwhen debugsuspend enabl print activ wakelock checknif ani activ wakelocksnnin printactivelock print expir wakelock debugexpir enablednid mike chan 
13555,mtd nand allow nand chip id includ standalonennlet nonstandard nand driver take advantag known nandnchip informationnid dima zavin 
13560,arm msm kgsl switch use perfd page tabl gpunninstead share singl global page tabl gpu user fd set page tabl thi increas percontext overhead thendriv greatli improv secur isolationnid shubhraprakash da dima zavin 
13561,arm msm mahimahi bump reserv gpu memori necessari order support hand contextsndu new percontext page tabl supportnid dima zavin 
13562,fix incorrect calcul start end indic chang textnn problem taht calcul indic doe take differ origin modifi text length accountn reportextractedtext call ondraw functionn minputmethodst resetnnth error occur user edit format text use full screen editornon exampl format text phone number eg dash ad north americannnumb phonenumberformattingtextwatch classnif two first digit remov number new number becom due incorrect calcul start end indic chang text error innth textview class problem calcul doe take differ originalnand modifi text length accountnid 
13563,arm msm mdp properli specifi byte order ycbcr vs ycrcb formatsnid dima zavin 
13564,block correct pointer type partuev callnnprevi new pointer type wa declar parameternlist partuev wa pass later addueventvarnwhich expect kobjueventenv pointer type first parameternnthi patch fix abov condit set correct pointerntyp partuev functionnnnedoffbi leed aguilar 
13565,block remov unus variabl partuev functionnnti patch remov unus variabl wa caus thenfollow compil warningnnfspartitionscheckc warn unus variabl leed aguilar 
13566,block correct pointer type partuev callnnprevi new pointer type wa declar parameternlist partuev wa pass later addueventvarnwhich expect kobjueventenv pointer type first parameternnthi patch fix abov condit set correct pointerntyp partuev functionnnnedoffbi leed aguilar 
13567,block remov unus variabl partuev functionnnti patch remov unus variabl wa caus thenfollow compil warningnnfspartitionscheckc warn unus variabl leed aguilar 
13569,add usbandroidrndiswcei optionnid mike lockwood 
13570,net wireless updat version dmitri shmidt 
13571,fix issu fix add support clear frequent calledncontact favourit tab menunid david marqu 
13572,fix issu fix add support clear frequent call numbersnid david marqu 
13573,arm msm usb gadget fix refer free bug handleendpointnid mike lockwood 
13574,arm mahimahidefconfig turn swapnnnedoffbi iliyan malchev 
13575,arm mahimahidefconfig turn swap netfilternnnedoffbi iliyan malchev 
13576,arm msm usb gadget fix refer free bug handleendpointnnnedoffbi mike lockwood 
13577,arm msm mahimahidefconfig enabl configusbandroidrndiswceisnid mike lockwood 
13578,arm msm mdp fix blit flipud setnnth calcul rotat address wa incorrect becaus dstystridenvari alreadi mung hardwar formatnid colin cross 
13579,arm add abil overrid mpll frequencynnnedoffbi iliyan malchev 
13580,arm mahimahi updat mpll clock valu cdma mhznnnedoffbi iliyan malchev 
13582,buss msm onli acquir wakelock xfer activ suspendnnnow transfer abort suspend previouslynid mike chan 
13583,arm add abil overrid mpll frequencynnnedoffbi iliyan malchev 
13584,arm mahimahi updat mpll clock valu cdma mhznnnedoffbi iliyan malchev 
13586,revert bluetooth fix reject connect disconnect acl linknnthi revert commit nick pelli 
13587,revert bluetooth fix reject connect disconnect acl linknnthi revert commit nick pelli 
13588,arm msm mahimahi add touchscreen paramet firmwar version chang xaxi paramet slightli old touchscreennid arv hjønnevåg 
13589,ad mimetyp mimetyp map use web viewnnsometim web server report faulti mime type usual mimetyp thisntyp content configur server thi case server might reportntextplain mime typennwhen thi ocurr phone open thi content plain text inlin browser insteadnof ask system thi support ani applicationnnthi case follow mime typesnnxmf mimetyp audiomidinmxmf mimetyp audiomobilexmfnamr mimetyp audioamrnnbi ad mimetyp lookup tabl browser possibl guess thenreal mime type base file extens ask system support thenmimtyp tabl fix problemnid 
13590,usb gadget uether remov warn getherdisconnectnngetherdisconnect alway call befor getherconnect differentnusb ethernet function thi warn wa fire dure normal operationnid mike lockwood 
13591,revert arm msm htc enabl configusbandroidrndi defconfignnthi revert commit iliyan malchev 
13592,arm msm mahimahi add touchscreen paramet firmwar version chang xaxi paramet slightli old touchscreennnnedoffbi arv hjønnevåg iliyan malchev 
13593,arm tegra convert gpio irq handler use foreachbitnnmak code effici readablennnedoffbi erik gill 
13594,net wireless fix wliwgetrssi functionnnnedoffbi dmitri shmidt 
13595,net wireless fix wliwgetrssi functionnnnedoffbi dmitri shmidt 
13596,buss msm onli acquir wakelock xfer activ suspendnnnow transfer abort suspend previouslynnnedoffbi mike chan iliyan malchev 
13597,revert arm msm mahimahi enabl configusbandroidrndi defconfignnthi revert commit iliyan malchev 
13598,build softwar agl librari correct gettl macro base platformsnnthi prevent crash snapdragon processorsn 
13599,fix monkey crash browsersettingsnnmonkey crash sometim function getcurrenttopwebviewncan return null caus crash clearformdatanid 
13600,chang prioriti sensormanag threadnnt changesntchang prioriti sensormanag thread threadpriorityurgentdisplay sampl sensor arriv regularli even higher loadn 
13601,arm tegra fix debugllnid colin cross 
13602,arm tegra add rest peripher clocksnid colin cross 
13603,arm tegra harmoni renam clock match colin cross 
13604,arm tegra nand renam clock match colin cross 
13605,respons code reviewnncorejavaandroidwidgetdigitalclockjava remov previou chang getcurrenttim unnecessaryncorejavaandroidwidgetanalogclockjava remov previou chang getcurrenttim unnecessaryncorejavaandroidwidgetcheckedtextviewjava fix indentionncorejavaandroidwidgetcompoundbuttonjava fix indentionnnregard coderevew suggest would like clarifi need use normalncommand list dump particular recogn properti may chang releas releasenw accept viewdebug interfac wa design support autom test nevertheless viewdebugnha let us provid use test mani differ app sever differ platform thusfar chang innviewdebug much less effort us chang app chang extens chang thencontact app viewdebug let us standasid system test ha alreadi found import integrationtimenbug partnersnnthank considerationn 
13606,fix race cach flush kmap tlb shootdownnnfor highmem page flushdcachepag must pin kmap map inplacenus kmaphighget ensur cach mainten doe racenwith anoth context call kunmaphigh page caus thenpt zappednnnedoffbi gari king arv hjønnevåg 
13607,revert bluetooth fix remov rfcomm dlc timer defersetupnnthi revert commit nick pelli 
13608,revert bluetooth chang rfcomm use btdefersetupnnthi revert commit nick pelli 
13609,vmalloc remov bugon due raci count vmlazyfreennin freeunmapareanoflush mark vmlazyfre first andnthen vmaplazynr increas atomicallynnbut purgevmaparealazi travers vmaparelist nrni count check vmlazyfre set countingnth variabl nr kernel read vmaplazynr atom check anbugon condit whether nr greater vmaplazynr preventnvmaplazynr negativennth problem interrupt right mark vmlazyfreenincr vmaplazynr delay consequ bugonncondit met becaus nr count vmaplazynrnnit highli probabl vmallocvfre call frequent thisnscenario verifi ad delay mark vmlazyfreenand increas vmaplazynr freeunmapareanoflushnneven vmaplazynr check high watermark never thenstrict watermark although bugon condit preventnvmaplazynr neg vmaplazynr sign variabl sonit could go neg valu temporarilynnconsequ remov bugon condit propernna possibl bugon messag like belownn kernel bug invalid opcod smpn eip eflag cpu eip eax ebx ecx edx esi edi ebp esp DS ES FS GS SS call tracen code eb cb fe ff ff da fe ff ff ff eb fe ac eip ssesp see also nnnedoffbi yongseok koh minchan kim nick piggin andrew morton linu torvald 
13610,power chang workqueu freezablennprev error make transact bridg suspendednwait driver resum befor execut workqueuenid mike chan 
13611,vmalloc remov bugon due raci count vmlazyfreennin freeunmapareanoflush mark vmlazyfre first andnthen vmaplazynr increas atomicallynnbut purgevmaparealazi travers vmaparelist nrni count check vmlazyfre set countingnth variabl nr kernel read vmaplazynr atom check anbugon condit whether nr greater vmaplazynr preventnvmaplazynr negativennth problem interrupt right mark vmlazyfreenincr vmaplazynr delay consequ bugonncondit met becaus nr count vmaplazynrnnit highli probabl vmallocvfre call frequent thisnscenario verifi ad delay mark vmlazyfreenand increas vmaplazynr freeunmapareanoflushnneven vmaplazynr check high watermark never thenstrict watermark although bugon condit preventnvmaplazynr neg vmaplazynr sign variabl sonit could go neg valu temporarilynnconsequ remov bugon condit propernna possibl bugon messag like belownn kernel bug invalid opcod smpn eip eflag cpu eip eax ebx ecx edx esi edi ebp esp DS ES FS GS SS call tracen code eb cb fe ff ff da fe ff ff ff eb fe ac eip ssesp see also nnnedoffbi yongseok koh minchan kim nick piggin andrew morton linu torvald 
13612,fix race cach flush kmap tlb shootdownnnfor highmem page flushdcachepag must pin kmap map inplacenus kmaphighget ensur cach mainten doe racenwith anoth context call kunmaphigh page caus thenpt zappednnnedoffbi gari king arv hjønnevåg iliyan malchev 
13613,vmalloc remov bugon due raci count vmlazyfreennin freeunmapareanoflush mark vmlazyfre first andnthen vmaplazynr increas atomicallynnbut purgevmaparealazi travers vmaparelist nrni count check vmlazyfre set countingnth variabl nr kernel read vmaplazynr atom check anbugon condit whether nr greater vmaplazynr preventnvmaplazynr negativennth problem interrupt right mark vmlazyfreenincr vmaplazynr delay consequ bugonncondit met becaus nr count vmaplazynrnnit highli probabl vmallocvfre call frequent thisnscenario verifi ad delay mark vmlazyfreenand increas vmaplazynr freeunmapareanoflushnneven vmaplazynr check high watermark never thenstrict watermark although bugon condit preventnvmaplazynr neg vmaplazynr sign variabl sonit could go neg valu temporarilynnconsequ remov bugon condit propernna possibl bugon messag like belownn kernel bug invalid opcod smpn eip eflag cpu eip eax ebx ecx edx esi edi ebp esp DS ES FS GS SS call tracen code eb cb fe ff ff da fe ff ff ff eb fe ac eip ssesp see also nnnedoffbi yongseok koh minchan kim nick piggin andrew morton linu torvald iliyan malchev 
13614,power chang workqueu freezablennprev error make transact bridg suspendednwait driver resum befor execut workqueuennnedoffbi mike chan iliyan malchev 
13615,stage android logger add separ log buffer system messagesnnto facilit separ third parti applic log system lognnnedoffbi mike lockwood 
13616,issu show confirm dialog befor clear call lognnnedoffbi david sobreira marqu 
13617,debug ramdump driver mechan userspac get notif dsp crashesnand extract ram imag befor allow crash completennnedoffbi brian swetland 
13618,audio call instead bugnnthi hook dsp crash notif dump mechanismnnnedoffbi brian swetland 
13634,arm msmdefconfig set configdebugbugverbosennnedoffbi iliyan malchev 
13635,correct repeat count key repeat input devicennprevi key event repeat count wa alway zero repeatednkey event wa gener input devic linux kernelnid 
13636,correct repeat count key repeat input devicennprevi key event repeat count wa alway zero repeatednkey event wa gener input devic linux kernelnid 
13637,gpslocationprovid store new locat befor ongpsstatuschang sentnnin reportloc new locat store befor callbacknongpsstatuschangedgpseventfirstfix sent thi prevent usersnfrom get faulti locat locationmanagergetlastknownlocationnaft receiv ongpsstatuschangedgpseventfirstfixnid 
13645,ad support dladdrnndladdr gnu extens function allow caller retrievensymbol inform specifi memori address use thingsnlik gener backtrac inform runtimenid 
13646,ad support ldpreloadnnth ldpreload environ variabl allow user specifi list ofnlibrari uncondit load befor ani thisnmak possibl use trick librari interposersnid 
13647,fix support rtldnext dlsymnnth previou implement thi flag wa brokenit behav identicallynto rtlddefault thi add proper implement examin addressnof call function use determin librari use beginnth symbol search processnid 
13648,fix memori leak switch input methodsnnfix memori leak input method switch use varieti methodsnto avoid hold refer inputmethodservic creat bindersnwhich wa leak inputmethodservicesnnse reproduct stepsn 
13650,arm msm clean readev function add error checksnn readmodemev accept size buffer byte number readmodemev check length buffern print warn buffer toon smallnnnedoffbi iliyan malchev 
13651,arm msm audioin pass largeenough buffer event callbacksnnnedoffbi iliyan malchev 
13652,debug ramdump driver mechan userspac get notif dsp crashesnand extract ram imag befor allow crash completennnedoffbi brian swetland 
13653,audio call instead bugnnthi hook dsp crash notif dump mechanismnnnedoffbi brian swetland 
13654,arm mahimahi set rfkill hardwar block falsennw hardwar block bluetooth chip mahimahi thi wa anmistak made switch rfkill apinid nick pelli 
13655,arm trout set rfkill hardwar block falsennw hardwar block bluetooth chip trout thi wa anmistak made switch rfkill apinid nick pelli 
13656,arm sapphir set rfkill hardwar block falsennw hardwar block bluetooth chip sapphir thi wa anmistak made switch rfkill apinid nick pelli 
13657,arm mahimahi set rfkill hardwar block falsennw hardwar block bluetooth chip mahimahi thi wa anmistak made switch rfkill apinid nick pelli 
13658,arm trout set rfkill hardwar block falsennw hardwar block bluetooth chip trout thi wa anmistak made switch rfkill apinid nick pelli 
13659,arm sapphir set rfkill hardwar block falsennw hardwar block bluetooth chip sapphir thi wa anmistak made switch rfkill apinid nick pelli 
13660,android logger add new system log frameworksystem log messagesnnnedoffbi san mehat 
13661,arm mahimahi set rfkill hardwar block falsennw hardwar block bluetooth chip mahimahi thi wa anmistak made switch rfkill apinnnedoffbi nick pelli iliyan malchev 
13664,move locationtrack test app vendorgoogl frameworksbasetestsnid mike lockwood 
13665,move locationtrack comgoogleandroid comandroid packagenid mike lockwood 
13673,chang add access statu valu widget list belownnwidgetcheckedtextviewjava report item check notnnwidgetcompoundbuttonjava report item check notnnwidgetprogressbarjava isindetermin getprogress getsecondaryprogress getmax report whatnslid progress bar showingnnwidgettextviewjava report current select getselectionstart getselectionendn 
13674,add blowfish support opensslnnthi wa contribut cyanogenmod friedrich schaeuffelhutnnblowfish support need openssl use softwar openvpnnid 
13675,fix swedish translat text phone infonn build numbern firmwar versionnid 
13676,adb dump command sometim give null pointer exceptionnnus adb dump command get string content current screennstat occat fail except viewdebugnnth tell tale sign thi issu isnnjavalangnullpointerexcept atnnnfix ad null checkn 
13677,fix problem proxi server sometim respond bad request tryingnto connect site use httpsnnthe connect server lack header mandatori accord thenspecif proxi server strictli follow specif sendsnback bad requst error coden 
13678,arm msm kgsl properli cleanup paget creation failsnid dima zavin 
13679,arm msm kgsl releas memori back free pool unmap itnid dima zavin 
13680,arm msm kgsl clear dummyspac region ializationnnth dummyspac area use insert dummi oper ofnth block reprogram page tabl nonzero data thatnregion wa caus vgt go weedsnid dima zavin 
13681,preserv phone number import simnncontact phonenumb begin lose thenphonebook import simnnthi wa onli notic adnrecord unknown npivalu veri usualnid 
13682,fix uncaught except caus cyclic reboot mani widget creatednnth bitmap facil throw except callednwhen insuffici VM heap avail fulfil alloc requestnadd trycatch handler convert uncaught except caught onenthi prevent normal crash doe reli exist nullpoint trapsn 
13683,fix data type rilunsolresponsenewbroadcastsm rilnnfix incorrect data type rilunsolresponsenewbroadcastsmsnin android rilnnth android ril specifi unsolicit respons signalnrilunsolresponsenewbroadcastsm contain raw bytenarray rilh howev implement java ril andnth C ril daemon data unpack string thi causesndata deliv network stack garblednnchang C ril deamon platformhardwarerilnand java ril frameworksbas follow specificationnid 
13684,fix data type rilunsolresponsenewbroadcastsmsnnfix incorrect data type rilunsolresponsenewbroadcastsmsnin android rilnnth android ril specifi unsolicit respons signalnrilunsolresponsenewbroadcastsm contain raw byte arraynrilh howev implement java ril cnril daemon data unpack string thi caus datandeliv network stack garblednnchang C ril deamon platformhardwareril andnth java ril frameworksbas follow specificationnid 
13685,fix problem restart applic process recent ha diednnther exist race condit start process recent ha diednif activitymanag receiv death notif die processnaft new process ha start befor applic thread hasnbeen attach new process newli creat process removedndur cleanup die process thi happen send broadcastncould result anrnnthi solv clean befor start new process usesnth process recordn 
13686,usb gadget android disabl um rndi ethernet activennnedoffbi mike lockwood 
13687,revert bluetooth fix remov rfcomm dlc timer defersetupnnthi revert commit nick pelli 
13688,revert bluetooth chang rfcomm use btdefersetupnnthi revert commit nick pelli 
13689,add blowfish support opensslnnthi wa contribut cyanogenmod friedrich schaeuffelhutnnblowfish support need openssl use softwar openvpnn 
13690,remov engin clean cflag formattingn 
13691,bluetooth allow scoesco packet type select outgo sco scopkttyp introduc struct sockaddrsco allow bitwisenselect scoesco packet type current bit may may may may may may may may may may usednnthi similar packet type paramet hci setup synchronousnconnect command except revers logic edr bitsnthi make use scopkttpy forward portabl use case ofnwhitelist packet type expect primari use casennif scopkttyp zero userspac use old struct sockaddrsconthen default behavior allow packet typesnnpacket type select request made bluetooth chipset andnit link manag chipset negioti decid thenactu packet type use furthermor scoesco connect eventuallynmad way host stack determin packet type wa usednhowev possibl get link type sco esconnscopkttyp ignor incom sco connect possiblento add thi futur paramet accept synchron connectionncommand howev littl trickier becaus kernel doe notncurr preserv sockaddrsco data userspac call acceptnnth common use scopkttyp whitelist onli sco packetsnwhich done hcih constant scoescomasknnthi patch motiv broken bluetooth carkit claim support esco actual reject esco connectionsnaft second infi fail rout audionif packet type negioti thi patch userspac maintainna list compat packet type workaround remot devic thesennbas patch marcel holtmannnid nick pelli 
13698,arm msm kgsl move translat error dummi space byte upnnleav bottom dummi area zero usesnlik vgt dummi cycl thi need case translationnerror garbag written thi area doe advers effectsnid dima zavin 
13699,arm msm mahimahi um usb function disabl rndi activennnedoffbi mike lockwood 
13700,arm config mahimahidefconfig switch cfq IO schedul defaultnnnedoffbi san mehat 
13701,fix buildn 
13702,arm msm fix mmcplatformdata warningnnnedoffbi dmitri shmidt 
13703,net wireless prevent sleep sec new packet arrivalnnnedoffbi dmitri shmidt 
13704,arm msm smddebug add smem debug info tcxo network relat statisticsnn sysmodulesmdparametersprintstatsonsuspend enabl print tcxon stat everi suspendresum screen onoff eventn syskerneldebugsmdstat print stat wellnnnedoffbi iliyan malchev 
13709,arm msm clock print stillrun clock befor powercollaps suspendnnnedoffbi iliyan malchev 
13710,arm mahimahidefconfig set configsmdoffsettcxostatnnnedoffbi iliyan malchev 
13711,build ota packag aospemulatorusnnthi allow make dist work configurationnna better fix would allow product specifynwheth emul target devic target andnto adapt lot intrusivenid 
13714,arm msm htc updat usb configur rndi ethernetnnum usb function disabl rndi activenus offici usb product id htcnnnedoffbi mike lockwood 
13715,arm msm msmdefconfig enabl configusbandroidrndiswceisnid mike lockwood 
13716,fix build add stub defion newli declar functionsnid 
13724,arm tegra add abp misc address iomapnnnedoffbi erik gill 
13725,arm tegra add pinmux supportnnnedoffbi erik gill 
13726,arm tegra add pimux boardharmonynnnedoffbi erik gill 
13728,revert hack stay compat emul tl regist hacknnthi revert commit colin cross 
13729,arm tegra smp supportnid colin cross 
13730,arm tegra harmoni enabl smp defconfignid colin cross 
13731,arm tegra updat iomapnnnedoffbi colin cross 
13732,arm tegra harmoni updat usb address match new iomapnnnedoffbi colin cross 
13733,arm tegra updat clocksnnnedoffbi colin cross 
13734,arm tegra reus static map ioremapnnnedoffbi colin cross 
13735,arm tegra harmoni add dummi powersuppli devicenid colin cross 
13736,arm tegra harmoni enabl pda power defconfignnnedoffbi colin cross 
13737,arm tegra add framebuff drivernnnedoffbi colin cross 
13738,arm tegra harmoni add framebuff board filennnedoffbi colin cross 
13741,upgrad mksh releasen 
13742,remov fstackprotectoral cflag break least 
13743,add symlink systembinmksh systembinshn 
13744,comment symlink stuff doe work momentn 
13745,usb gadget composit call setalt function hiddennnnedoffbi mike lockwood 
13746,usb gadget composit increment interfac number alt settingsnnnedoffbi mike lockwood 
13770,arm tegra nand fix dma highmem enablednid colin cross 
13771,arm tegra harmoni add fixup function set memori sizenid colin cross 
13772,arm tegra harmoni add highmem framebuff defconfignid colin cross 
13776,usb gadget composit call setalt function hiddennnnedoffbi mike lockwood 
13777,usb gadget composit increment interfac number alt settingsnnnedoffbi mike lockwood 
13778,arm msm call usbconnect function platform data configurennfix usb charg event broke dure move function gadgetnusb driversnnnedoffbi mike lockwood 
13779,fix sendrec mm state idl network type support voic data call concurrentlyid 
13780,remov proximityalert updat receiv last proximityalert expiresn 
13781,net wireless fix iscan state machinennnedoffbi dmitri shmidt 
13788,ad modif zero graviti hack allow phone screen rotat sidesn 
13789,chang set allow turn degre featur zero graviti orient additionsn 
13802,configur wakeupnnnedoffbi mike chan 
13803,arm msm camera len correcionsnnnedoffbi iliyan malchev 
13804,arm msm camera len correcionsnnnedoffbi iliyan malchev 
13805,arm msm kgsl remov need poll timestamp completionnnus condit RB interrupt gener need wait onntimestamp avoid poll userspacenid dima zavin 
13806,revert usb gadget android specifi usbclasscomm devic descriptor use rndisnnthi revert commit thi commit got merg twice revert part changenusb gadget android fix special case rndi ethernet functionnnnedoffbi mike lockwood 
13807,arm shole enabl netfilt option need iptabl defconfignnnedoffbi mike lockwood 
13808,arm shole board file support rndi usb ethernetnnnedoffbi mike lockwood 
13809,arm shole enabl netfilt option need iptabl defconfignnnedoffbi mike lockwood 
13810,arm shole board file support rndi usb ethernetnnnedoffbi mike lockwood 
13812,arm msm smddebug add smem debug info tcxo network relat statisticsnn sysmodulesmdparametersprintstatsonsuspend enabl print tcxon stat everi suspendresum screen onoff eventn syskerneldebugsmdstat print stat wellnnnedoffbi iliyan malchev 
13813,arm msm clock print stillrun clock befor powercollaps suspendnnnedoffbi iliyan malchev 
13814,arm mahimahidefconfig set configsmdoffsettcxostatnnnedoffbi iliyan malchev 
13816,video omapfb add hack make pandisplay updat screennnandroid use thi draw screen recoverynid rebecca schultz zavin 
